pname,n,total,max_amt
"LOOKINGGLASS CYBER SOLUTION, INC.",1,13000000.0,13000000.0
MS2-BELONGER JV,41,12996983.92,3934773.0
DOCBOX INC,15,12995432.58,5988611.14
AMERICAN HEALTHCARE SERVICES JV LLC,27,12988454.1,2551640.0
"BAE SYSTEMS ONEARC USA, INC.",13,12962095.24,4585072.0
"BLACKSMITH MEDICINES, INC.",17,12961081.69,4712500.0
"PRECISION CONSTRUCTION GROUP, LLC",20,12955719.43,4487400.0
FUJIFILM SONOSITE INC,24,12938113.69,2621700.0
MERIDIAN INTERNATIONAL CENTER,54,12849564.26,1718690.11
"AMERICAN ENGINEERING & MANUFACTURING, INC",29,12844875.57,3459714.0
GENESIS MW JOINT VENTURE,46,12819887.89,3205895.0
FRONTLINE SHIPPING SINGAPORE PTE. LTD.,5,12764879.11,5182920.0
A B PRECISION (POOLE) LTD,20,12758444.93,3804686.55
STANTEC-CARDNO-BAKER - A JOINT VENTURE,68,12750711.03,1923349.37
SEEDS OF GENIUS CORPORATION,34,12731759.13,2304717.41
"TECHNICAL FRONTIERS, INC.",62,12717455.43,1945752.73
PRECISION GEAR INDUSTRIES LLC,52,12678976.0,3042000.0
"MERIDIAN IMAGING SOLUTIONS, INC.",109,12672434.36,1307040.6
DONE DEAL GENERAL CONSTRUCTION AND ELECTRICAL INCORPORATED,77,12669161.84,1888900.0
MICRO-METRICS  INC.,29,12632530.129999999,2607137.0
PIVOTAL PRACTICES CONSULTING LLC,48,12601516.19,1992871.89
JGB ENTERPRISES INC,51,12599332.620000001,1608710.0
TELEFON AB L M ERICSSON,38,12596709.95,1240445.0
PREMIER GROUP SERVICES INC,80,12552197.81,1017484.86
"THOMPSON PUMP AND MANUFACTURING COMPANY, INC.",22,12549497.75,3824532.5
"ANTARES NUCLEAR, INC.",17,12533629.44,4199862.0
PATTERSON STEVENS INC,37,12516242.8,3269500.0
O-AT-KA MILK PRODUCTS COOPERATIVE INC,20,12504532.8,2626118.92
"FORTIS NETWORKS, INC.",56,12504022.66,3179900.0
"MILLSTONE MILLS, INC.",41,12496919.48,1698554.88
ENDURANCE ASSURANCE CORP,1,12457416.0,12457416.0
HK&S CONSTRUCTION HOLDING CORP.,31,12448851.87,3610534.0
PREMIER MECHANICAL PRODUCTS LLC,23,12437627.25,3406456.0
"SUMMIT GOVERNMENT GROUP, LLC",13,12426437.86,6308991.63
"WOMEN'S EMPOWERMENT PARTNERSHIP, INC.",65,12402229.77,2512836.0
CAMNETICS MANUFACTURING CORPORATION,45,12370874.2,3504273.47
HEXAGON AB,41,12326945.23,2021834.0
"SPECIAL AEROSPACE SERVICES, LLC",8,12278456.18,6469240.43
BLACK HILLS WORKS INC,60,12248202.82,1461384.72
TRANSWEST MANUFACTURING LLC,34,12231614.34,4917396.4
"PATTERSON POPE, INC.",55,12216394.26,1508490.0
HEXAGON AKTIEBOLAG,28,12153874.93,3182404.42
AL LATIFIA TRADING & CONTRACTING,17,12140106.52,17477911.2
CARE MERIDIAN,23,12139612.95,3500985.99
MERIDIAN TECHNOLOGIES I LLC,29,12137820.879999999,2508370.59
BLACKSKY GEOSPATIAL SOLUTIONS  LLC,35,12132231.57,2100000.0
CORNERSTONE CONSTRUCTION GROUP LLC,23,12124329.9,2698158.0
"FRONTLINE HEALTHCARE WORKERS SAFETY FOUNDATION, LTD",19,12103280.63,2496711.0
FOR PEOPLE LLC,26,12076152.89,2474919.2
"BENNETT-ALVARADO, INC.",32,12062150.72,3701565.0
STOLT TANKERS B.V.,32,12029520.26,2939060.0
CLIFFDALE MANUFACTURING LLC,64,12026158.06,1440000.0
ONE LIFE TRANSPORTATION LLC,31,11989858.43,2900800.85
"TEAM ONE REPAIR, INC.",20,11983898.8,4179800.0
"SIOUX HONEY ASSOCIATION, COOPERATIVE",12,11979908.7,1325168.16
"WEBCO MARYLAND, LLC",49,11976308.06,3095007.0
"ONTIC ENGINEERING & MANUFACTURING, INC",38,11944073.0,2316928.0
BLUESTONE - BURNS & MCDONNELL JV,13,11906688.19,3967079.55
UNIVERSAL BRYMAK LLC,28,11901297.91,1949617.0
ANTARES GROUP INCORPORATED,71,11890828.89,1478512.5
JONES BROS ENTERPRISES INCORPORATED,45,11883494.45,3967180.0
ZEROCK CONSTRUCTION MOZAMBIQU E LIMITED,11,11870304.93,9045786.23
"KRATOS SRE, INC.",73,11860043.04,1575160.27
FOURFRONT KURTZ BLACK HILLS SCPIDT JOINT VENTURE,51,11824780.22,4445983.0
NESTLE PURINA PETCARE CO,9,11816483.89,3729818.4
"KARNES ELECTRIC COOPERATIVE, INC.",37,11814044.389999999,1331059.2
RAYTHEON TECHNICAL SERVICES COMAPNY LIMITED LIABILITY COMPANY,15,11805907.04,6543591.0
"AVATAR COMPUTING, INC.",80,11803005.379999999,1290000.0
QUADIENT S.A.,75,11782519.72,2802417.6
NETORIAN LIMITED LIABILITY COMPANY,7,11751736.55,4899634.91
"ASJ CONSTRUCTION, A TEXAS LIMITED LIABILITY COMPANY",38,11723035.48,4955778.0
ANCRA INTERNATIONAL LLC,3,11708000.0,7200000.0
NIELSEN CONSUMER LLC,21,11699577.530000001,2200000.0
COUNTY OF BEXAR (BEXAR COUNTY),2,11686238.85,15519222.61
QUANTUM APPLIED SCIENCE & RESEARCH INC,70,11683793.61,1499394.0
"PLATINUM ONE CONTRACTING, INC.",78,11683037.27,1857000.0
CONTROL PRODUCTS CORPORATION,32,11678368.39,2725207.61
CHARTER OAK PARTNERS,25,11616308.67,4519884.32
CHEROKEE ENTERPRISES INC,49,11598459.78,3033840.28
"VECTOR SOLUTIONS, INC.",34,11572447.44,4721218.65
REDZONE LLC,36,11563222.56,2037240.0
STRUCT ONE ENGINEERING & CONSTRUCTION CORP.,40,11554472.51,2035782.0
"DOW JONES & COMPANY, INC.",35,11510427.66,1360628.28
CHEROKEE SERVICES GROUP LLC,68,11504047.08,1780350.52
BARON MANUFACTURING INC,30,11495715.61,2844758.61
"QUANTUM ENGINEERING DESIGN, INC.",48,11494758.0,1467720.0
NEWPORT NEWS NUCLEAR BWXT-LOS ALAMOS LLC,4,11484388.030000001,8012282.03
WOMEN EMPOWERED NETWORK LLC,34,11460595.0,1431730.0
"NEW WAVE PEOPLE, INC",125,11446333.21,1237374.6
TERREMARK WORLDWIDE INC,21,11444494.64,3051753.69
NIELSEN COMPANY (US)  LLC  THE,81,11426964.41,1106782.0
SANTEE ELECTRIC COOPERATIVE INC,50,11415016.0,1190300.0
RUAG INTERNATIONAL HOLDING AG,22,11406330.64,2742500.0
"PIVOTAL RETAIL GROUP, LLC",21,11406212.29,4277852.0
AMERICORP  INC.,54,11405066.53,1586972.16
UNITED PRECISION CORP.,23,11399900.1,1899800.0
UNIVERSITY OF MARYLAND NEUROSURGERY ASSOCIATES PA,58,11388236.17,1334524.82
VIEW ONE INC,22,11364671.219999999,2481591.0
JONES STUDIO INC,82,11342905.24,3571433.34
"EXELIS INC./NORTHROP GRUMMAN, A JOINT VENTURE",76,11337631.35,1818293.0
BURNINGCASTLE  LLC,7,11336570.700000001,4510457.94
FRONTIER PERFORMANCE POLYMERS CORP,47,11321066.24,2403855.84
"SPEARHEAD NO. 2 OF THE AVRAHAM Y. GOLDRATT INSTITUTE, A LIMITED PARTNERSHIP",10,11311873.09,3870980.75
GP ABSHER ONE LLC,14,11277873.0,6119288.0
"ONE CORNER CONSTRUCTION, LLC",32,11238618.360000001,4238177.0
CAMERON INTERNATIONAL CORPORATION (9193),47,11209674.65,2381776.64
ARTI-BIONETICS LLC (JV2),13,11156498.18,2930647.27
V1 PRINTCOMPANY A/S,31,11152900.77,4549350.0
ALELO TLT LIMITED LIABILITY COMPANY,54,11133201.440000001,1554728.83
"EVOLVING RESOURCES, INC.",91,11123196.7,1833511.0
"JACOBS/STANTEC, JOINT VENTURE",102,11113675.72,2062426.75
ALLIED RELIABILITY INC,42,11111955.7,2782422.9
"AVALON HEALTH CARE, INC.",27,11111219.89,1046755.3
"ADVANCED PRECISION MANUFACTURING, INC.",29,11102244.0,11162000.0
SPACE COAST INTELLIGENT SOLUTIONS INC,27,11081649.29,1475136.72
UNIVERSAL CONSTRUCTION,27,11080845.82,5443605.49
BLACK & VEATCH - ZAPATA JOINT VENTURE,3,11060768.34,8051392.58
HUMANA VETERANS HEALTHCARE SERVICES,18,11048378.63,1532321.0
"INGENESIS ARORA SOLUTIONS, LLC",47,11032885.98,2972685.6
"STAFFING ONE, INC.",68,11018731.39,1106008.64
"LYNDCO, INC - LIONEL CONSTRUCTION JOINT VENTURE",77,11014209.98,1390000.92
PIONEERING EVOLUTION LLC,17,10996172.55,3294245.19
ECOSPHERE ENVIRONMENTAL SERVICES INC,67,10993839.02,4000000.0
"FULLER CONSTRUCTION HOLDING COMPANY, INC",75,10971741.27,1997000.0
"SYNTELLUS DATAWORKS, LLC",6,10954939.89,4724872.57
HORIZON GLOBAL PARTNERS LLC,24,10920890.96,4230144.45
"CAPSTONE PRECISION GROUP, LLC",14,10883136.05,4972483.06
MOMENTUS SPACE LLC,16,10852115.0,5146134.0
BLACK DIAMOND CONSULTING CORPORATION,10,10843686.36,4535726.0
"EVANS GLOBAL AVIATION, LLC",4,10839522.69,6489869.01
NORTHWIND-CORNERSTONE JOINT VENTURE LLC,19,10823855.41,5179570.15
ONEGLOBE LLC,27,10811668.89,1327991.42
TIMKEN GEARS & SERVICES INC.,37,10790201.55,1714811.0
SOUTH KENTUCKY RURAL ELECTRIC COOPERATIVE CORPORATION,24,10785912.45,1253457.0
EPIQ DESIGN SOLUTIONS LLC,27,10780250.42,1609415.96
"ASP AMC INTERMEDIATE HOLDINGS, INC.",194,10757051.74,1356104.0
"CADRE5, LLC",14,10749100.96,3108662.86
ADVANCED COHERENT TECHNOLOGIES LLC,44,10746880.0,2982348.0
GICHNER SYSTEMS GROUP LIMITED LIABILITY COMPANY,46,10743204.86,2641755.25
CHIRON HOLDINGS INC.,76,10741589.32,1536000.0
"UNITED RENTALS (NORTH AMERICA), INC.",49,10678173.3,1463616.0
COASTAL FRONTIERS CORPORATION,31,10675352.22,1399656.0
WOODWARD FST,33,10672324.0,5181336.0
"NEXT WAVE SYSTEMS, LLC",52,10618734.77,1414397.0
METALEX MANUFACTURING INC,2,10592560.0,10592560.0
MINEBEA MITSUMI INC.,21,10580819.94,4230019.97
AUBURN MANUFACTURING INC,27,10576410.4,1602000.0
CTW SOLUTIONS LLC,29,10540941.66,1574666.4
"TETRA TECH EC, INC.",8,10495236.16,5500000.0
ELBIT SYSTEMS BMD AND LAND EW - ELISRA LTD,9,10484433.0,3362101.08
LIVINGSTONE TRADING & CONTRACTING,29,10443349.63,1326566.57
"ZAPATA TECHNOLOGY, INC.",33,10418629.98,1267075.92
VALCON ACQUISITION HOLDING (LUXEMBOURG) SARL,58,10410994.46,1278203.0
BRILLIANT CORNERS,33,10390633.54,1264257.96
ONEIDA PROFESSIONAL SERVICES LLC,25,10362342.600000001,5169276.16
JOHNSON CONTROLS FIRE PROTECTION LP,111,10347577.32,2625264.0
VALLEY BAKERS COOPERATIVE ASSOCIATION,6,10341840.0,3659040.0
ESPINA STONE CO.,18,10330759.03,8789829.0
"CONSTRUCCIONES ELECTROMECANICAS, S.A.",21,10326011.18,2600000.0
AGILITY ONE,35,10322547.36,1249205.1
D'AMICO SOCIETA' DI NAVIGAZIONE SPA,11,10317138.17,4989940.0
RUBICON PROFESSIONAL SERVICES LLC,3,10303758.0,8625777.0
THE CATALYST GROUP OF COMPANIES LIMITED LIABILITY COMPANY,40,10296037.57,1325923.27
"EARL INDUSTRIES, L.L.C.",36,10292305.63,3831567.61
"INTEGRAL COMPONENTS, INC.",9,10287898.82,4405160.82
SWIFT RIVER VERSAR SB JV,33,10283440.86,2303776.0
SEGUROS UNIVERSALES,8,10281034.71,2562841.33
"AMTRAC RAILROAD CONTRACTORS OF MARYLAND, INC",30,10250105.46,3474534.0
"INGENESIS ARORA HEALTHCARE, LLC",91,10239594.1,1014179.9
"CERBERUS CAPITAL MANAGEMENT, L.P.",42,10235188.4,1398450.08
UNIVERSITAT ST.GALLEN,12,10230156.0,7790586.0
AUTONOMOUS DEFENSE TECHNOLOGIES CORP.,5,10228047.0,8979127.0
ANDERSON BONELESS BEEF HOLDINGS LLC,13,10227331.0,2203500.0
CHEROKEE DATA SOLUTIONS LLC,19,10203129.1,3373409.69
RTA CONSTRUCTION/RAY TONEY JV,29,10200170.55,6839497.5
TETRA TECH-STANLEY JV,30,10181603.44,1849387.13
KEYSTONE ADVISORS LLC,73,10152214.59,1199409.36
NEVADA PROPERTY 1 LLC,28,10141954.13,1650000.0
AVID SYSTEMS LLC,38,10128063.73,3178305.0
UNIVERSAL FUEL INC,29,10125441.110000001,6215346.5
"UPPER MOHAWK, INC.",28,10120634.27,2600000.0
SKYLINE AVIATION B.V.,18,10097509.84,1984320.0
"SPACE VECTOR, LLC",39,10091034.22,2459568.0
TECHNE ENGINEERING SOLUTIONS LLC,19,10089691.11,2236954.84
"SQUARE ONE SYSTEMS DESIGN, INC.",36,10079236.54,1900000.0
"QUANTUM3D, INC",55,10074684.95,2748350.0
KEYSTONE SHIPPING CO,41,10068938.15,2500000.0
"MIRION TECHNOLOGIES (CANBERRA), INC.",8,10064836.28,3719392.0
SAS MANUFACTURING LLC,12,10014415.57,4879901.31
POJOAQUE BLSD JV ONE,7,10009261.18,7168500.0
Z SQUARED BUILDERS INC.,43,10005023.25,2569085.13
"KIND CARE MANAGEMENT, INC.",62,10004349.81,1922775.0
"INGENESIS ARORA DENTAL, LLC",58,9953263.67,1113989.76
"AMCORE-CHEROKEE JOINT VENTURE, LLC",18,9946902.2,3998264.5
STANTEC TETRA TECH JV,68,9934041.89,1709835.21
ONEIDA-STANTEC JV LLC,5,9932066.540000001,4536274.0
GIDEON CONTRACTING LIMITED LIABILITY COMPANY MERKEZI ABD TURKIYE SUBESI,10,9913545.0,5087185.0
LIFESTAR RESPONSE OF MARYLAND INC,34,9900387.21,1480000.0
RUIZ-TIDEWATER JV LLC,28,9895195.98,2529080.0
SEABOARD FLOUR LLC,6,9846000.0,2600000.0
"INTELLIGENT HEALTH SOLUTIONS, LLC",9,9836346.7,3450840.0
"PIONEER INVENTION, LLC",49,9822344.05,3999973.0
CASCADE CIVIL CORP,16,9809170.02,5973031.7
TETRA TECH RAILAI INC,13,9807586.69,3104067.0
SPEEDCAST INTERNATIONAL LIMITED,10,9796590.620000001,3647105.97
CAMBIUM BIOMATERIALS INC,4,9783289.98,4735048.92
"NAVOPACHE ELECTRIC COOPERATIVE, INC.",75,9772571.3,1065970.8
CLARK-NEXSEN/CH2M HILL,38,9735659.620000001,2950000.0
"ENTERGY GULF STATES, INC",8,9702122.71,8440300.0
NEWLINK GLOBAL ENGINEERING CORPORATION,16,9692410.98,3183620.0
"AVION MANUFACTURING, INC.",11,9690475.129999999,2747200.0
DGG TECHNOLOGY SERVICES LIMITED LIABILITY COMPANY,14,9687144.92,2536377.6
REGAL DECISION SYSTEMS INC,77,9675551.1,1555735.0
AMERICAN ASSOCIATION OF STATE HIGHWAY & TRANSPORTATION OFFICIALS,64,9627616.26,1364953.0
"ONEAL STEEL, LLC",12,9588713.43,6374522.88
ANDERSEN CONSTRUCTION COMPANY OF OREGON LLC,1,9570834.0,9570834.0
US WEST CORP,13,9561329.0,3827997.0
"AMERICAN TECHNOLOGY NETWORK, CORP",27,9513316.39,2505321.0
AUXILIO FPM JOINT VENTURE LLC,14,9506987.629999999,1896450.26
COOPERATIVA LAVORATORI DELLE COSTRUZIONI SOCIETA' COOPERATIVA,54,9502973.72,2669069.54
SAUDI LEBANESE MODERN CONSTRUCTION CO LTD,30,9501059.33,6741919.2
VIRGINIA COMMONWEALTH OF,15,9500475.6,1188250.0
"RELATIVITY SPACE, INC.",2,9475504.0,8765978.0
APOLLO SHEET METAL INC,33,9442097.65,6496670.0
CONVERGENT MANUFACTURING TECHNOLOGIES US INC,44,9432872.89,1498110.0
SIGMA MANUFACTURING INDUSTRIES INC.,30,9425888.02,2107506.0
CULTURE ONE WORLD LLC,6,9401916.92,3896784.0
"APEX MANUFACTURING COMPANY, INC.",63,9400922.64,1231200.0
COLORADO RIVER STONE & GRANITE,84,9366214.17,1120000.0
"AERO MICRONESIA, INC.",24,9337424.0,2796000.0
"CONSTRUCTORA ROGERS, S.A. (CONROSA)",28,9331470.96,2431752.53
"INTERNATIONAL BIOMETRIC GROUP, LLC",26,9283659.12,2447064.0
COLD MOUNTAIN CAPITAL LLC,17,9256825.17,2812595.38
AXILLON AEROSPACE (BALTIMORE) INC.,21,9234753.74,2233688.8
QUANTUM LEAP RESEARCH LLC,14,9221000.0,2925000.0
FORTIS NOVA A JOINT VENTURE LLC,9,9200944.0,9050000.0
"ZEF SCIENTIFIC, INC.",53,9179516.78,1581629.99
ALASKA POWER & TELEPHONE COMPANY,4,9178288.25,8116732.49
"NEOGENOMICS LABORATORIES, INC.",65,9164759.76,3002885.0
"CHROME ELECTRIC, LLC",36,9160764.76,3331274.0
"GANNETT FLEMING, INC.",62,9160158.45,1904864.0
KUFAN GENERAL CONTRACTS LIMIT ED LIABILITY COMPANY,10,9139087.0,7769857.0
"PRECISION INFRASTRUCTURE, INC.",108,9130871.33,1200000.0
EUREKAFACTS LLC,47,9128275.14,1170834.18
VIRGINIA COMMUNITY COLLEGE SYSTEM,32,9113003.75,1181547.5
EDGEONE LLC,59,9108035.05,1498270.0
"WHITE STONE HEALTHCARE RESOURCES, LLC",68,9090676.17,1236000.0
"MW SQUARED, LP",26,9078713.34,3207200.47
MCGRAWHILL EDUCATION,24,9055008.43,2938205.17
FUJIFILM HOLDINGS CORPORATION,16,9032873.7,3184706.7
DC PRECISION LLC,36,9005910.0,2749950.0
TRINNOVATE II LLC,8,8995366.52,4498831.4
VENTURETECH PIONEERS LLC,10,8994101.24,4286764.8
"MARUHA NICHIRO HOLDINGS, INC.",9,8991559.74,3000199.44
"RED ONE - AAK JV, LLC",13,8982276.75,6670858.63
AQUAVEO LLC,21,8953776.67,1395108.5
MINOWITZ MANUFACTURING CO.,24,8951645.14,1862562.0
TRINNOVATE IT LLC,10,8943279.68,2661781.1
EDGE ANALYTIC SOLUTIONS LLC,11,8929690.99,1807349.96
MASON & HANGER + MEAD & HUNT JOINT VENTURE,21,8926240.57,4391190.69
PIONEER TECHNOLOGIES INC,8,8912477.05,2457167.8
"BRITAM - COMPANHIA DE SEGUROS DE MOCAMBIQUE, S.A",11,8880304.37,1863512.48
SKOPENOW INC.,22,8869686.0,1175500.0
"LUXFER MAGTECH, INC.",17,8839214.02,2640460.8
"SUMMIT CM, INC.",86,8813319.5,3000000.0
"ELYSSE INTERIORS, LLC",22,8792041.280000001,2294841.92
"SAGENT M&C, LLC",21,8786224.16,2336476.1
COOK GROUP INCORPORATED,5,8775194.5,8775194.5
GEMSTONE LLC,3,8766136.5,7569466.5
SS CONSTRUCOES MOÇAMBIQUE LDA,7,8762693.65,6494734.28
"UNIVERSAL PROTECTION SERVICE, LLC",8,8760894.21,8456666.0
"JBK MANUFACTURING, LLC",14,8721882.280000001,2744445.0
"VECTOR TECHNICAL RESOURCES, INC.",1,8712600.0,8712600.0
"INGENESIS ARORA GOVERNMENT, LLC",21,8705059.86,2771326.16
"MBP-AECOM, A JOINT VENTURE",10,8701873.6,7321279.4
"WHITNEY-STONE, INC.",38,8660529.44,1749495.0
"MALONE OFFICE EQUIPMENT COMPANY, INC.",4,8651860.100000001,8354344.53
HAWAIIAN ROCK PRODUCTS CORPORATION,9,8643863.899999999,4401965.6
"CARESTREAM HEALTH, INC.",20,8637754.69,6452145.0
CLARIVATE ANALYTICS (US) LLC,22,8632122.94,5070632.0
THE CHEMOURS CO FC LLC,2,8615254.03,4500000.0
"STREETER-SUMMIT JV 1, LLC",8,8574646.32,7593800.0
RAMPART TECHNOLOGIES CORPORATION,14,8573649.0,1757004.0
"CORE CONSTRUCTION SERVICES, L.L.C.",63,8572621.81,3953798.06
JENNY COOPER,26,8556913.82,1939978.6
GRAHAM DYEING & FINISHING INC,19,8535204.5,2047748.04
BIOPHARMA SERVICES USA,30,8514505.0,1849131.0
GENESIS JIT LLC,33,8487258.2,1261733.2
"YOST, MOONEY AND PUGH CONTRACTORS, INC.",43,8479972.0,7857000.0
"CRONOS CONSULTING GROUP, INC",19,8461898.68,3841577.0
TML INFORMATION SERVICES INC,12,8454675.15,3472604.93
CONCASSE  LLC,20,8440319.51,2452690.0
"CACTUS TRANSPORT II, LLC",12,8434121.57,7186370.0
BIDAYA CORPORATE COMMUNICATIONS ( LIMITED LIABILITY ),18,8411483.36,2262784.0
CM MANUFACTURING INC,46,8411413.25,1097495.0
BASELINE EMERGENCY SOLUTIONS LLC,19,8400322.94,1128616.78
"ONESOURCE ENERGY SERVICES, INC.",15,8373830.24,6425425.92
ECC INTERNATIONAL LIMITED LIABILITY COMPANY,158,8360548.109999998,15434154.0
FRAGOLA-G LIMITED LIABILITY COMPANY,16,8354905.0,3136800.0
"NASH HEALTHCARE CONSULTING, LIMITED LIABILITY COMP.",6,8340027.83,2360770.0
APREA GROUP LLC,7,8284070.0,3588265.0
"GFT INFRASTRUCTURE, INC.",50,8280924.0,2418445.63
WILBERT FUNERAL SERVICES  INC.,34,8273192.289999999,1416279.52
PRECISION METALS CORP.,38,8263690.109999999,3162000.0
"DECISIONS & ADVANCED TECHNOLOGY ASSOCIATES, INC.",20,8254431.91,3661807.75
"BULLARD LINDSAY CONTRACTING COMPANY, INC.",15,8231717.1,6800050.0
"FALCON AERO MANUFACTURING, LLC",15,8231321.25,1466945.29
TAMEZ-PEARSON CONSTRUCTION INC,29,8215815.09,2769269.41
ELMA ELECTRONIC INCORPORATED,13,8215060.0,3355448.0
WILSON INFORMATION SERVICES CORPORATION,18,8205759.0,2329000.0
"COMPUTER SERVANTS, INC.",22,8186740.83,2218181.04
"APPLIED GLOBAL TECHNOLOGIES, INC.",35,8171286.36,1310922.32
"FRONTIER-ARROWHEAD JOINT VENTURE, LLC",60,8165050.58,3627195.0
"ELECTRICAL MANUFACTURING & DISTRIBUTORS, INC.",84,8142234.51,1938360.0
JORDAN PIONEER FOR METAL INDUSTRY CO.,54,8141954.58,1675527.0
JACKSON ENERGY COOPERATIVE CORPORATION,24,8139338.14,1073000.0
"GTM MANUFACTURING, LLC",10,8127668.96,6169000.0
GREENBRIER MEDICAL GROUP INC,28,8122817.3,1159584.0
NEWPORT SENSORS INC,32,8112907.62,1000000.0
THE SIGNATURE CONSULTING GROUP  LLC,9,8104535.48,5346719.28
PRIME ONE CONTRACTING LLC,39,8049532.0,3147890.0
"JONES-MORGAN, LLC",23,8047878.99,1650000.0
"FREEPORT TECHNOLOGIES, INC.",18,8033775.12,4189391.24
"TERRY CONSULTANTS, INC",18,8006443.78,2799437.36
"CHEROKEE NATION DEVELOPMENT GROUP, L.L.C.",7,7997737.24,4544703.94
"DIAMOND TRUCK BODY MANUFACTURING, INC.",22,7975007.01,1408341.46
BLUELINE GLOBAL TECHNOLOGIES LLC,10,7974359.0,3673364.07
EDILNOVA DI BOGLIONE GEOM. ALBERTO & C SNC,60,7973582.04,1190713.7
ENGLOBAL GOVERNMENT SERVICES INC,17,7969593.359999999,7555561.01
CASTELLANO COBRA UTE MACC LEY 18-1982,2,7968136.56,7923788.18
"NCS PEARSON, INC.",56,7964770.77,1305605.0
GENESIS INTEGRATIVE SOLUTIONS,37,7951580.76,1264554.72
TOTAL SECURITY PRODUCTS CORP.,33,7951349.04,1050000.0
TAYLOR CORP,7,7943345.91,4298283.09
SIGNATURE FLIGHT SUPPORT,2,7910504.76,7910504.76
ANDERSEN & SONS SHELLING INC,12,7910122.100000001,4586507.28
"DIVERSIFIED MEDIA GROUP, L.L.C.",47,7898442.13,1412995.17
AUTONOMOUS THERAPEUTICS INC,22,7881184.8,1499998.0
BRIDGESTONE CORPORATION,22,7818480.0,1103011.0
SOMERSET SENIOR LIVING AT PREMIER,5,7809692.26,3003184.74
"ICALLIDUS, INC",43,7809483.35,1898696.83
"IMAGINE ONE STRACON VENTURE II, LLC",15,7798704.09,2402521.73
FPM-AECOM JV2,1,7790502.61,7790502.61
PORTON BIOPHARMA LIMITED,6,7774367.0,5598320.0
"PRECISION HOSE,INC.",21,7771158.3,1009980.0
"INTELLIGENT DECISION SYSTEMS, INC.",41,7762236.89,4387178.0
FHS CARINGTON INC,10,7733151.1,1390991.41
"STONE SECURITY ENGINEERING, P.C.",36,7706121.3100000005,1640883.52
INTELLIGENT TECHNOLOGY SOLUTIONS LLC,20,7695596.48,1319448.32
SANSTONE HEALTH & REHABILITATION LLC,5,7693643.67,2383580.0
STANTEC JACOBS BUCHART HORN JOINT VENTURE,24,7692528.71,1604729.9
"DANCIL-JONES MEDIATION SERVICES, LLC",27,7662473.96,1082384.93
"R & M CONSULTANTS, INC.",34,7652859.4799999995,1442312.44
"ANTLER CONSTRUCTION CO., INC.",17,7651766.89,2822810.0
"NOVETTA SOLUTIONS, LLC",36,7645733.62,1703744.19
BRICE AECOM JV2,13,7635247.16,3664928.0
ERGOSAFE PRODUCTS  LLC,43,7634129.92,2163220.68
J CAYE PREMIER DINING INC,10,7628688.880000001,3810091.95
ASTRONETX PBC,5,7622046.0,3529062.0
"L & S ENTERPRISES MARINE CONSULTANTS, INC.",53,7618986.430000001,1136415.0
"ACCORD BIOPHARMA, INC.",1,7615500.0,7615500.0
"PREMIERE INSTALL MOVERS, LLC",12,7613276.43,1937687.28
"GENTERRA CONSULTANTS, INC",37,7597927.859999999,1717033.73
"FRONTIER DESIGN GROUP, LLC",15,7583346.9,2890653.49
"BROADDUS & ASSOCIATES, INC.",18,7526398.37,1654820.0
TELIX PHARMACEUTICALS US INC,24,7508775.0,1815000.0
FRONTLINE SUPPORT SOL,12,7506092.33,3872752.14
"LAGUNA COMPONENTS, INC.",10,7494553.390000001,4851362.23
REDLATTICE INCORPORATED,17,7490069.71,2700000.0
"KRONENBERGER & SONS RESTORATION, LLC",36,7441490.26,5421200.0
"ONEILL-OVC CONSTRUCTION SERVICES JV, LLC",23,7431936.72,2554926.0
"INTERNATIONAL PRECISION, INC",39,7408011.0,1690375.0
AEROPROBE CORPORATION,9,7404591.02,2885666.0
"LAMAR STRONG ASSOCIATES, LIMITED LIABILITY COMPANY",66,7401288.890000001,1052919.6
"BEST TOOL AND MANUFACTURING CO., INC.",29,7390954.35,4152000.0
BOLLORE TRANSPORT & LOGISTICS RDC SA,27,7390546.13,2000000.0
"CHEROKEE ENTERPRISES, INC.",33,7390435.819999999,3474585.0
"CIRRUS TECHNOLOGY, INC.",36,7390265.57,6235079.25
LOYAL 9 MANUFACTURING LLC,4,7385855.0,1846463.75
DAVID JONES CPA PC,19,7380936.26,1914732.25
UNIVERSITY OF MARYLAND BALTIMORE COUNTY,31,7374307.22,3500000.0
CYAN SYSTEMS  INC.,17,7367659.1,1799811.1
STABILITY STAFFING & CONSULTING LLC,73,7365677.38,1071536.8
URBAN/MERIDIAN JOINT VENTURE,24,7361349.54,6488532.72
I N C A & CH2M HILL JOINT VENTURE,69,7350627.5,2282191.0
COOPER FARMS INC,12,7346275.92,2169765.0
CONSORZIO LOMBARDO COOPERATIVE PRODUZIONE LAVORO E SERVIZI CO.LO.COOP SCARL,29,7343710.36,1765405.39
WERLATONE INC.,15,7336876.96,1458888.0
NEWPORT CHEMICAL DEPOT REUSE AUTHORITY,19,7332537.0,1700000.0
FRASER MANUFACTURING CORP,38,7310608.39,2568228.56
"SOLAR POWER INTEGRATORS, INC.",9,7296105.0,5799401.0
UNIVERSITY OF MARYLAND MEDICAL SYSTEM CORPORATION,40,7288466.67,1893893.0
PSSC HOLDING CO.,22,7279986.0,1850990.0
