filing_date,transaction_date,owner,relationship,security,table,code,acquired_disposed,shares,price,shares_owned_after,accession
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,500,192.08,1088706,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,700,193.85,1088006,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4053,195.10,1083953,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4047,195.79,1079906,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,5600,196.83,1074306,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,10767,198.03,1063539,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,4900,198.94,1058639,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3184,199.89,1055455,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3616,200.89,1051839,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,700,201.94,1051139,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,100,204.14,1051039,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,500,205.85,1050539,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,200,206.83,1050339,0001663651-26-000015
2026-07-17,2026-07-15,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,39167,0,76453,0001663651-26-000015
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,391814,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,700,154.51,391114,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,155.60,390514,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,300,157.18,390214,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,800,158.90,389414,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,9521,159.87,379893,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,4564,160.56,375329,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1200,161.78,374129,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,315,162.45,373814,0001713445-26-000102
2026-08-06,2026-08-04,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1081255,0001713445-26-000102
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,391814,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,1300,175.04,390514,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2292,176.11,388222,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2808,177.04,385414,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,5100,178.09,380314,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2800,178.95,377514,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,2200,180.15,375314,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,181.06,374714,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,600,182.19,374114,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,200,182.82,373914,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,184.06,373814,0001827011-26-000033
2026-08-18,2026-08-14,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1063255,0001827011-26-000033
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,60000,5.35,1110339,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,M,A,15000,25.29,1125339,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2796,174.82,1122543,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,5324,175.70,1117219,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,11380,176.73,1105839,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,14000,177.91,1091839,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,12570,178.71,1079269,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,21930,180,1057339,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,3200,180.71,1054139,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,2400,181.88,1051739,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,1000,182.70,1050739,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,S,D,400,183.95,1050339,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,60000,0,16453,0001663651-26-000016
2026-08-18,2026-08-14,Wong Jennifer L.,Officer; Chief Operating Officer,Stock Option (Right to Buy),derivative,M,D,15000,0,1443074,0001663651-26-000016
2026-08-24,2026-08-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,C,A,2954,0,376768,0001827011-26-000035
2026-08-24,2026-08-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,F,D,40336,151.71,336432,0001827011-26-000035
2026-08-24,2026-08-20,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class B Common Stock,derivative,C,D,2954,0,3493486,0001827011-26-000035
2026-08-24,2026-08-20,Lee Benjamin Seong,Officer; Chief Legal Officer,Class A Common Stock,non-derivative,F,D,3887,151.71,71536,0001924278-26-000005
2026-08-24,2026-08-20,Reynolds Michelle Marie,Officer; Chief Accounting Officer,Class A Common Stock,non-derivative,F,D,1265,151.71,13795,0001924279-26-000005
2026-08-24,2026-08-20,Vollero Andrew,Officer; Chief Financial Officer,Class A Common Stock,non-derivative,F,D,10319,151.71,233889,0001699294-26-000013
2026-08-24,2026-08-20,Wong Jennifer L.,Officer; Chief Operating Officer,Class A Common Stock,non-derivative,F,D,38113,151.71,1012226,0001663651-26-000018
2026-08-27,2026-08-25,Sauerberg Robert A.,Director,Class A Common Stock,non-derivative,S,D,5128,159.92,27087,0001924412-26-000004
2026-09-02,2026-08-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,M,A,18000,25.29,354432,0001827011-26-000038
2026-09-02,2026-08-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,10200,147.66,344232,0001827011-26-000038
2026-09-02,2026-08-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,7000,148.35,337232,0001827011-26-000038
2026-09-02,2026-08-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,700,149.59,336532,0001827011-26-000038
2026-09-02,2026-08-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Class A Common Stock,non-derivative,S,D,100,151.17,336432,0001827011-26-000038
2026-09-02,2026-08-31,Huffman Steve Ladd,Director; Officer; 10% Owner; CEO & President,Stock Option (Right to Buy),derivative,M,D,18000,0,1045255,0001827011-26-000038
