supplier_cik,name,sic,first_link,last_link,ticker,ticker_src
1405495,"InterDigital, Inc.  (IDCC)  (CIK 0001405495)",6794.0,2013-02-26,2018-02-22,IDCC,company_tickers
1405686,"OSAGE EXPLORATION & DEVELOPMENT, INC.  (CIK 0001405686)",1311.0,2015-03-31,2015-03-31,OEDV,oplev_hist_xbrl_prefix
1406587,Forestar Group Inc.  (FOR)  (CIK 0001406587),6500.0,2025-11-19,2025-11-19,FOR,company_tickers
1406666,"CALIX, INC  (CALX)  (CIK 0001406666)",4899.0,2011-02-24,2020-02-21,CALX,company_tickers
1408278,"Synacor, Inc.  (CIK 0001408278)",7370.0,2012-03-30,2019-03-14,SYNC,oplev_hist_xbrl_prefix
1408287,Zep Inc.  (CIK 0001408287),2842.0,2010-11-08,2013-11-05,ZEP,oplev_hist_xbrl_prefix
1409375,"ORION ENERGY SYSTEMS, INC.  (OESX)  (CIK 0001409375)",3640.0,2015-06-12,2016-06-23,OESX,company_tickers
1411158,Anacor Pharmaceuticals Inc  (CIK 0001411158),2834.0,2012-03-15,2012-03-15,ANAC,oplev_hist_xbrl_prefix
1411207,Allison Transmission Holdings Inc  (ALSN)  (CIK 0001411207),3714.0,2013-02-28,2024-02-14,ALSN,company_tickers
1411488,"BLACKHAWK NETWORK HOLDINGS, INC  (CIK 0001411488)",6199.0,2014-03-17,2014-03-17,,
1413447,NXP Semiconductors N.V.  (NXPI)  (CIK 0001413447),3674.0,2020-02-27,2026-02-19,NXPI,company_tickers
1414937,"UCI Holdco, Inc.  (CIK 0001414937)",3714.0,2010-03-19,2010-03-19,,
1415404,EchoStar CORP  (SATS)  (CIK 0001415404),3663.0,2010-03-01,2019-02-21,ECHO,company_tickers
1415684,MusclePharm Corp  (MSLPQ)  (CIK 0001415684),2834.0,2017-03-15,2020-08-25,MSLP,oplev_hist_xbrl_prefix
1418135,Keurig Dr Pepper Inc.  (KDP)  (CIK 0001418135),2080.0,2010-03-01,2026-02-24,KDP,company_tickers
1419242,ATLANTIC POWER CORP  (CIK 0001419242),4900.0,2018-03-01,2018-03-01,,
1420108,"Glucose Health, Inc.  (GLUC)  (CIK 0001420108)",2833.0,2017-03-29,2017-03-29,GLUC,company_tickers
1420566,Pinnacle Foods Finance LLC  (CIK 0001420566),2000.0,2010-03-23,2013-03-05,,
1421182,Verso Paper Corp.  (CIK 0001421182),2621.0,2010-03-03,2010-03-03,VRS,oplev_hist_xbrl_prefix
1423542,"SKULLCANDY, INC.  (CIK 0001423542)",3651.0,2013-03-13,2014-03-17,SKUL,oplev_hist_xbrl_prefix
1423902,"Western Midstream Partners, LP  (WES)  (CIK 0001423902)",4922.0,2020-02-27,2026-02-18,WES,company_tickers
1424929,FOX FACTORY HOLDING CORP  (FOXF)  (CIK 0001424929),3751.0,2024-02-23,2026-02-27,FOXF,company_tickers
1426332,NGM BIOPHARMACEUTICALS INC  (CIK 0001426332),2834.0,2020-03-17,2024-03-11,NGM,oplev_hist_xbrl_prefix
1428156,Celera CORP  (CIK 0001428156),8731.0,2010-03-10,2011-03-18,,
1429775,"Lender Processing Services, Inc.  (CIK 0001429775)",7389.0,2011-03-01,2013-02-25,LPS,oplev_hist_xbrl_prefix
1431897,"Annie's, Inc.  (CIK 0001431897)",2000.0,2012-06-08,2012-06-08,BNNY,oplev_hist_xbrl_prefix
1432985,Atlas Resources Public #18-2009 (B) L.P.  (CIK 0001432985),1311.0,2015-03-31,2015-03-31,,
1432987,Atlas Resources Public #18-2008 (A) L.P.  (CIK 0001432987),1311.0,2012-03-30,2012-03-30,,
1433714,"CASTLIGHT HEALTH, INC.  (CIK 0001433714)",7374.0,2015-03-12,2021-02-24,CSLT,oplev_hist_xbrl_prefix
1433833,Atlas Resources Public #18-2009 (C) L.P.  (CIK 0001433833),1311.0,2012-03-30,2016-04-15,,
1434621,"Tree.com, Inc.  (TREE)  (CIK 0001434621)",6163.0,2010-03-02,2011-02-28,TREE,company_tickers
1434842,Forbes Energy Services Ltd.  (CIK 0001434842),1389.0,2012-03-30,2020-03-23,FES,oplev_hist_xbrl_prefix
1436126,"Mistras Group, Inc.  (MG)  (CIK 0001436126)",8711.0,2011-08-12,2018-03-14,MG,company_tickers
1437226,"Mastech Holdings, Inc.  (MHH)  (CIK 0001437226)",8742.0,2010-03-08,2015-03-20,MHH,company_tickers
1437402,"ARDELYX, INC.  (ARDX)  (CIK 0001437402)",2834.0,2023-03-02,2023-03-02,ARDX,company_tickers
1439404,ZYNGA INC  (CIK 0001439404),7374.0,2015-02-24,2016-02-19,ZNGA,oplev_hist_xbrl_prefix
1440024,"Roadrunner Transportation Systems, Inc.  (CIK 0001440024)",4731.0,2018-01-31,2020-03-30,RRTS,oplev_hist_xbrl_prefix
1441236,Clearwater Paper Corp  (CLW)  (CIK 0001441236),2631.0,2011-03-11,2011-03-11,CLW,company_tickers
1441634,Avago Technologies LTD  (CIK 0001441634),3674.0,2014-12-29,2015-12-17,,
1442505,Clearwire Corp /DE  (CIK 0001442505),4899.0,2012-02-16,2013-02-14,CLWR,oplev_hist_xbrl_prefix
1447599,"FITBIT, INC.  (CIK 0001447599)",3571.0,2016-02-29,2020-02-27,FIT,oplev_hist_xbrl_prefix
1448558,"CALIBRUS, INC.  (CIK 0001448558)",3669.0,2010-04-15,2012-04-16,,
1448893,Essent Group Ltd.  (ESNT)  (CIK 0001448893),6351.0,2014-03-10,2017-02-16,ESNT,company_tickers
1449488,CSI Compressco LP  (CIK 0001449488),1389.0,2012-03-22,2018-03-02,CCLP,oplev_hist_xbrl_prefix
1449792,"PIONEER POWER SOLUTIONS, INC.  (PPSI)  (CIK 0001449792)",3612.0,2020-03-30,2020-03-30,PPSI,company_tickers
1451505,Transocean Ltd.  (RIG)  (CIK 0001451505),1381.0,2010-02-24,2025-02-18,RIG,company_tickers
1451809,SITIME Corp  (SITM)  (CIK 0001451809),3674.0,2023-02-27,2026-02-11,SITM,company_tickers
1452575,Mead Johnson Nutrition Co  (CIK 0001452575),2000.0,2010-02-25,2017-02-27,MJN,oplev_hist_xbrl_prefix
1452751,Nimble Storage Inc  (CIK 0001452751),3572.0,2014-04-17,2017-03-24,NMBL,oplev_hist_xbrl_prefix
1453814,"Medidata Solutions, Inc.  (CIK 0001453814)",7372.0,2011-03-16,2011-03-16,MDSO,oplev_hist_xbrl_prefix
1455684,"TPI COMPOSITES, INC  (TPICQ)  (CIK 0001455684)",3510.0,2026-03-25,2026-03-25,TPICQ,oplev_submissions
1458891,Noble Corp  (CIK 0001458891),1381.0,2014-02-28,2022-02-17,,
1460702,"Qualigen Therapeutics, Inc.  (QLGN)  (CIK 0001460702)",2834.0,2023-05-02,2023-05-02,AIXC,company_tickers
1462418,Altisource Portfolio Solutions S.A.  (ASPS)  (CIK 0001462418),7380.0,2010-03-17,2010-03-17,ASPS,company_tickers
1463208,"Transportation & Logistics Systems, Inc.  (TLSS)  (CIK 0001463208)",4700.0,2020-05-29,2022-03-31,TLSS,company_tickers
1463833,"IDW MEDIA HOLDINGS, INC.  (IDWM)  (CIK 0001463833)",7310.0,2023-01-19,2023-01-19,IDWM,oplev_hist_xbrl_prefix
1467761,"Zoom Telephonics, Inc.  (MINM)  (CIK 0001467761)",3661.0,2018-03-30,2018-03-30,FIEE,company_tickers
1469510,Resolute Energy Corp  (CIK 0001469510),1311.0,2015-03-05,2018-03-12,REN,oplev_hist_xbrl_prefix
1470099,"MOBILEIRON, INC.  (CIK 0001470099)",7372.0,2015-02-27,2020-03-06,MOBL,oplev_hist_xbrl_prefix
1473061,PostRock Energy Corp  (CIK 0001473061),1311.0,2011-03-03,2012-03-08,PSTR,oplev_hist_xbrl_prefix
1473597,"STR HOLDINGS, INC.  (CIK 0001473597)",3081.0,2013-03-15,2014-03-13,STRI,oplev_hist_xbrl_prefix
1474439,"Telenav, Inc.  (CIK 0001474439)",3812.0,2010-09-24,2020-08-21,TNAV,oplev_hist_xbrl_prefix
1477246,S&W Seed Co  (SANW)  (CIK 0001477246),100.0,2015-09-28,2018-09-20,SANW,oplev_hist_xbrl_prefix
1478085,Graham Packaging Co Inc.  (CIK 0001478085),3080.0,2010-03-05,2010-03-05,,
1478121,Pfenex Inc.  (CIK 0001478121),2834.0,2017-03-15,2019-03-11,PFNX,oplev_hist_xbrl_prefix
1479290,"Revance Therapeutics, Inc.  (RVNC)  (CIK 0001479290)",2834.0,2019-02-28,2019-02-28,RVNC,oplev_hist_xbrl_prefix
1481646,"Accolade, Inc.  (ACCD)  (CIK 0001481646)",7389.0,2021-05-07,2021-05-07,ACCD,oplev_hist_xbrl_prefix
1482080,"CELLULAR DYNAMICS INTERNATIONAL, INC.  (CIK 0001482080)",2836.0,2014-03-10,2014-03-10,CELDYNP,oplev_hist_xbrl_prefix
1482512,"Hudson Pacific Properties, Inc.  (HPP, HPP-PC)  (CIK 0001482512)",6500.0,2023-02-10,2024-02-16,HPP,company_tickers
1483096,WILLIAMS PARTNERS L.P.  (CIK 0001483096),4922.0,2016-02-26,2018-02-22,,
1483496,"RED MOUNTAIN RESOURCES, INC.  (CIK 0001483496)",1311.0,2014-09-30,2014-09-30,,
1484504,Gigamon Inc.  (CIK 0001484504),7374.0,2017-02-24,2017-02-24,GIMO,oplev_hist_xbrl_prefix
1485469,"Tower International, Inc.  (CIK 0001485469)",3714.0,2011-03-15,2016-02-29,TOWR,oplev_hist_xbrl_prefix
1486159,"Chord Energy Corp  (CHRD, WLLBW)  (CIK 0001486159)",1311.0,2011-03-10,2025-02-27,CHRD,company_tickers
1487198,"ASPEN GROUP, INC.  (ASPU)  (CIK 0001487198)",8200.0,2012-05-24,2013-03-18,ASPU,oplev_submissions
1487371,"GenMark Diagnostics, Inc.  (CIK 0001487371)",3841.0,2016-02-23,2020-03-02,GNMK,oplev_hist_xbrl_prefix
1487561,Atlas Resources Series 28-2010 L.P.  (CIK 0001487561),1311.0,2012-03-30,2012-03-30,,
1487730,"Spectrum Brands Holdings, Inc.  (CIK 0001487730)",3690.0,2010-12-14,2017-11-16,,
1488613,"Foundation Medicine, Inc.  (CIK 0001488613)",8071.0,2014-03-07,2015-03-13,FMI,oplev_hist_xbrl_prefix
1490165,ERICKSON INC.  (CIK 0001490165),3720.0,2016-03-10,2016-03-10,EAC,oplev_hist_xbrl_prefix
1490626,"COLE CORPORATE INCOME TRUST, INC.  (CIK 0001490626)",6798.0,2012-03-13,2012-03-13,,
1491419,"LiveOne, Inc.  (LVO)  (CIK 0001491419)",5812.0,2019-06-24,2025-07-15,LVO,company_tickers
1491501,TMS International Corp.  (CIK 0001491501),3310.0,2012-02-21,2013-02-19,,
1492691,Knight-Swift Transportation Holdings Inc.  (KNX)  (CIK 0001492691),4213.0,2011-03-30,2020-02-27,KNX,company_tickers
1493594,"M/A-COM Technology Solutions Holdings, Inc.  (MTSI)  (CIK 0001493594)",3674.0,2012-11-28,2014-12-09,MTSI,company_tickers
1493761,Parametric Sound Corp  (HEAR)  (CIK 0001493761),3669.0,2010-12-08,2010-12-08,TBCH,company_tickers
1495569,"Motorola Mobility Holdings, Inc  (CIK 0001495569)",3663.0,2011-02-18,2012-02-17,,
1495899,"Enerpulse Technologies, Inc.  (CIK 0001495899)",3714.0,2014-03-13,2016-09-15,,
1497632,Green Automotive Co  (CIK 0001497632),3711.0,2014-03-31,2014-03-31,,
1500341,"BWAY INTERMEDIATE COMPANY, INC.  (CIK 0001500341)",3411.0,2012-12-31,2014-04-01,BWYI,oplev_hist_xbrl_prefix
1500435,"GoPro, Inc.  (GPRO)  (CIK 0001500435)",3861.0,2015-02-20,2017-02-16,GPRO,company_tickers
1501134,Invitae Corp  (CIK 0001501134),8071.0,2015-03-30,2015-03-30,NVTA,oplev_hist_xbrl_prefix
1509273,"C&J Energy Services, Inc.  (CIK 0001509273)",1389.0,2012-02-29,2013-02-28,CJES,oplev_hist_xbrl_prefix
1509589,"Bonanza Creek Energy, Inc.  (CIVI, CIVII, CIVIW)  (CIK 0001509589)",1311.0,2012-03-22,2014-02-28,CIVI,oplev_hist_xbrl_prefix
1509991,Kosmos Energy Ltd.  (KOS)  (CIK 0001509991),1311.0,2019-03-01,2021-02-23,KOS,company_tickers
1510295,Marathon Petroleum Corp  (MPC)  (CIK 0001510295),2911.0,2014-02-28,2014-02-28,MPC,company_tickers
1512077,Global Eagle Entertainment Inc.  (CIK 0001512077),4899.0,2014-03-25,2020-05-15,,
1512673,"Square, Inc.  (SQ, BSQKZ)  (CIK 0001512673)",7372.0,2016-03-10,2016-03-10,XYZ,company_tickers
1513965,"American Midstream Partners, LP  (CIK 0001513965)",4922.0,2019-04-01,2019-04-01,,
1514705,"SunCoke Energy, Inc.  (SXC)  (CIK 0001514705)",3312.0,2012-02-29,2014-02-28,SXC,company_tickers
1514991,AMC Networks Inc.  (AMCX)  (CIK 0001514991),4841.0,2014-02-27,2018-03-01,AMCX,company_tickers
1517022,"Akebia Therapeutics, Inc.  (AKBA)  (CIK 0001517022)",2834.0,2021-02-25,2024-03-14,AKBA,company_tickers
1517224,"MICHAEL FOODS GROUP, INC.  (CIK 0001517224)",2015.0,2013-03-22,2014-03-21,MICF,oplev_hist_xbrl_prefix
1517228,"CommScope Holding Company, Inc.  (COMM)  (CIK 0001517228)",3663.0,2020-02-20,2021-02-17,VISN,company_tickers
1518832,"WPX ENERGY, INC.  (CIK 0001518832)",1311.0,2012-02-28,2015-02-26,WPX,oplev_hist_xbrl_prefix
1519751,"Fortune Brands Innovations, Inc.  (FBIN)  (CIK 0001519751)",2430.0,2013-02-27,2026-02-23,FBIN,company_tickers
1520262,Alkermes plc.  (ALKS)  (CIK 0001520262),2834.0,2012-05-18,2025-02-12,ALKS,company_tickers
1520744,Lumos Networks Corp.  (CIK 0001520744),4813.0,2013-03-08,2015-03-06,LMOS,oplev_hist_xbrl_prefix
1521036,"Lantheus Holdings, Inc.  (LNTH)  (CIK 0001521036)",2835.0,2016-03-02,2016-03-02,LNTH,company_tickers
1521332,Aptiv PLC  (APTV)  (CIK 0001521332),3714.0,2013-02-11,2022-02-07,APTV,company_tickers
1521476,"ScripsAmerica, Inc.  (CIK 0001521476)",5122.0,2012-03-22,2014-04-15,SCRC,oplev_hist_xbrl_prefix
1521762,Cadista Holdings Inc.  (CIK 0001521762),2834.0,2012-07-13,2014-06-27,CADI,oplev_hist_xbrl_prefix
1523733,PetroLogistics LP  (CIK 0001523733),2890.0,2014-03-07,2014-03-07,PDH,oplev_hist_xbrl_prefix
1524741,"U.S. SILICA HOLDINGS, INC.  (CIK 0001524741)",1400.0,2015-02-25,2017-02-23,SLCA,oplev_hist_xbrl_prefix
1527753,"Personalis, Inc.  (PSNL)  (CIK 0001527753)",8071.0,2020-03-25,2020-03-25,PSNL,company_tickers
1528557,"Corindus Vascular Robotics, Inc.  (CIK 0001528557)",3841.0,2015-03-30,2015-03-30,CVRS,oplev_hist_xbrl_prefix
1529628,"Smart Sand, Inc.  (SND)  (CIK 0001529628)",1400.0,2017-03-16,2026-02-26,SND,company_tickers
1530721,Michael Kors Holdings Ltd  (CPRI)  (CIK 0001530721),3100.0,2016-06-01,2016-06-01,CPRI,company_tickers
1530950,"Post Holdings, Inc.  (POST)  (CIK 0001530950)",2040.0,2012-12-13,2025-11-21,POST,company_tickers
1530979,"Honest Company, Inc.  (HNST)  (CIK 0001530979)",5961.0,2022-03-28,2026-02-25,HNST,company_tickers
1532063,Express Scripts Holding Co.  (CIK 0001532063),5912.0,2013-02-19,2018-02-27,ESRX,oplev_hist_xbrl_prefix
1532543,"EveryWare Global, Inc.  (CIK 0001532543)",5020.0,2014-03-31,2015-04-14,EVRY,oplev_hist_xbrl_prefix
1532961,"NV5 Holdings, Inc.  (NVEE)  (CIK 0001532961)",7380.0,2013-04-01,2013-04-01,NVEE,oplev_hist_xbrl_prefix
1533758,Hughes Satellite Systems Corp  (CIK 0001533758),4899.0,2012-03-30,2019-02-21,HSSC,oplev_hist_xbrl_prefix
1533924,"Midstates Petroleum Company, Inc.  (AMPY)  (CIK 0001533924)",1311.0,2013-03-21,2015-03-16,AMPY,company_tickers
1535635,Service Team Inc.  (CIK 0001535635),7600.0,2013-12-20,2018-11-30,,
1537054,Gogo Inc.  (GOGO)  (CIK 0001537054),4899.0,2014-03-14,2020-03-13,GOGO,company_tickers
1537058,Whiting USA Trust II  (CIK 0001537058),1311.0,2013-03-28,2015-03-13,,
1540400,E2open Inc  (CIK 0001540400),7372.0,2014-05-05,2014-05-05,EOPN,oplev_hist_xbrl_prefix
1543450,"U.S. Well Services, LLC  (CIK 0001543450)",1389.0,2013-03-19,2014-03-28,,
1545158,"Kraft Foods Group, Inc.  (CIK 0001545158)",2000.0,2013-03-21,2015-02-19,KRFT,oplev_hist_xbrl_prefix
1545391,TCP International Holdings Ltd.  (CIK 0001545391),3640.0,2015-04-15,2015-04-15,TCPI,oplev_hist_xbrl_prefix
1546381,"RLJ ENTERTAINMENT, INC.  (CIK 0001546381)",7822.0,2013-04-10,2017-03-23,RLJE,oplev_hist_xbrl_prefix
1551306,"Progyny, Inc.  (PGNY)  (CIK 0001551306)",8090.0,2020-03-10,2020-03-10,PGNY,company_tickers
1552493,CNH Industrial Capital LLC  (CIK 0001552493),6159.0,2022-03-01,2026-02-26,,
1552797,"Delek Logistics Partners, LP  (DKL)  (CIK 0001552797)",4610.0,2013-03-12,2020-02-28,DKL,company_tickers
1553023,CyrusOne Inc.  (CIK 0001553023),6798.0,2018-02-22,2022-02-17,,
1555538,"SunCoke Energy Partners, L.P.  (CIK 0001555538)",3312.0,2014-02-28,2015-02-24,,
1557142,"Kadmon Holdings, Inc.  (CIK 0001557142)",2834.0,2017-03-22,2018-03-06,KDMN,oplev_hist_xbrl_prefix
1559289,"Gulf South Pipeline Company, LP  (CIK 0001559289)",4922.0,2013-03-28,2015-03-10,,
1561660,Pattern Energy Group Inc.  (CIK 0001561660),4911.0,2015-03-02,2019-03-01,,
1563699,Covisint Corp  (CIK 0001563699),7374.0,2014-05-30,2017-06-05,COVS,oplev_hist_xbrl_prefix
1564406,"Oak Street Health, Inc.  (CIK 0001564406)",8000.0,2023-02-28,2023-02-28,OSH,oplev_hist_xbrl_prefix
1564822,PINNACLE FOODS INC.  (CIK 0001564822),2000.0,2014-03-06,2018-03-01,,
1567345,"HEMISPHERE MEDIA GROUP, INC.  (CIK 0001567345)",4841.0,2016-03-14,2016-03-14,HMTV,oplev_hist_xbrl_prefix
1567683,"Clearway Energy, Inc.  (CWEN, CWEN-A)  (CIK 0001567683)",4911.0,2019-02-28,2026-02-24,CWEN,company_tickers
1567892,Mallinckrodt plc  (CIK 0001567892),2834.0,2014-11-25,2014-11-25,MNK,oplev_hist_xbrl_prefix
1568385,"Bright Mountain Media, Inc.  (BMTM)  (CIK 0001568385)",7371.0,2014-03-31,2017-03-31,BMTM,company_tickers
1569134,"Tallgrass Energy Partners, LP  (CIK 0001569134)",4922.0,2015-02-19,2017-02-15,,
1572910,PHILLIPS 66 PARTNERS LP  (CIK 0001572910),4610.0,2014-02-21,2022-02-18,,
1573166,"Jones Energy, Inc.  (CIK 0001573166)",1311.0,2014-03-14,2016-03-09,,
1574135,"Pivotal Software, Inc.  (CIK 0001574135)",7372.0,2019-03-29,2019-03-29,PVTL,oplev_hist_xbrl_prefix
1574963,"World Point Terminals, LP  (CIK 0001574963)",5171.0,2015-03-26,2017-03-14,WPT,oplev_hist_xbrl_prefix
1575599,"AZURE MIDSTREAM PARTNERS, LP  (CIK 0001575599)",4922.0,2016-03-30,2016-03-30,,
1579733,"Vital Farms, Inc.  (VITL)  (CIK 0001579733)",2000.0,2021-03-24,2026-02-26,VITL,company_tickers
1581760,"Life360, Inc.  (LIF, LIFX)  (CIK 0001581760)",7374.0,2023-03-23,2023-03-23,LIF,company_tickers
1581908,"Western Refining Logistics, LP  (CIK 0001581908)",4610.0,2015-03-02,2017-03-01,WNR,oplev_hist_xbrl_prefix
1581990,PLAINS GP HOLDINGS LP  (PAGP)  (CIK 0001581990),4610.0,2014-03-12,2026-02-27,PAGP,company_tickers
1583107,"Theravance Biopharma, Inc.  (TBPH)  (CIK 0001583107)",2834.0,2017-03-01,2018-02-28,TBPH,company_tickers
1583744,Arc Logistics Partners LP  (CIK 0001583744),5171.0,2016-03-11,2016-03-11,ARCX,oplev_hist_xbrl_prefix
1584549,"Village Farms International, Inc.  (VFF)  (CIK 0001584549)",100.0,2020-04-01,2020-04-01,VFF,company_tickers
1585364,PERRIGO Co plc  (PRGO)  (CIK 0001585364),2834.0,2014-08-14,2026-02-26,PRGO,company_tickers
1585854,SunEdison Semiconductor Ltd  (CIK 0001585854),3674.0,2015-03-02,2016-03-08,SEMI,oplev_hist_xbrl_prefix
1587246,"Cypress Environmental Partners, L.P.  (CIK 0001587246)",7389.0,2022-04-15,2022-04-15,CELP,oplev_hist_xbrl_prefix
1587523,Knowles Corp  (KN)  (CIK 0001587523),3651.0,2014-03-28,2024-02-21,KN,company_tickers
1588238,Rice Energy Inc.  (CIK 0001588238),1311.0,2016-02-25,2017-03-01,RICE,oplev_hist_xbrl_prefix
1588972,"Societal CDMO, Inc.  (CIK 0001588972)",2834.0,2017-03-09,2024-03-22,SCTL,oplev_hist_xbrl_prefix
1589094,"RIGHTSIDE GROUP, LTD.  (CIK 0001589094)",7389.0,2015-03-23,2016-03-11,NAME,oplev_hist_xbrl_prefix
1592000,"EnLink Midstream, LLC  (ENLC)  (CIK 0001592000)",4922.0,2022-02-16,2022-02-16,,
1592480,"Continental Building Products, Inc.  (CIK 0001592480)",3270.0,2014-03-27,2019-02-22,CBPX,oplev_hist_xbrl_prefix
1592706,"SB/RH Holdings, LLC  (CIK 0001592706)",3690.0,2016-11-17,2016-11-17,C706,oplev_hist_xbrl_prefix
1593034,Endo International plc  (CIK 0001593034),2834.0,2024-03-06,2024-03-06,ENDP,oplev_hist_xbrl_prefix
1594337,"Corium International, Inc.  (CIK 0001594337)",2834.0,2014-12-15,2017-12-29,CORI,oplev_hist_xbrl_prefix
1596532,"Arista Networks, Inc.  (ANET)  (CIK 0001596532)",3576.0,2015-03-12,2025-02-19,ANET,company_tickers
1599222,Memorial Resource Development Corp.  (CIK 0001599222),1311.0,2016-02-24,2016-02-24,MRD,oplev_hist_xbrl_prefix
1599947,"TerraForm Power, Inc.  (CIK 0001599947)",4911.0,2016-12-05,2018-03-07,,
1600033,"e.l.f. Beauty, Inc.  (ELF)  (CIK 0001600033)",2844.0,2017-03-15,2026-05-21,ELF,company_tickers
1600422,"Superior Drilling Products, Inc.  (CIK 0001600422)",3533.0,2016-03-30,2016-03-30,SDPI,oplev_hist_xbrl_prefix
1600470,Montage Resources Corp  (CIK 0001600470),1311.0,2015-03-09,2020-03-10,MR,oplev_hist_xbrl_prefix
1600508,H. J. Heinz Corp II  (CIK 0001600508),2030.0,2015-03-13,2015-03-13,HNZ,oplev_hist_xbrl_prefix
1604778,"Qorvo, Inc.  (QRVO)  (CIK 0001604778)",3674.0,2017-05-23,2026-05-08,QRVO,company_tickers
1606498,"AVANOS MEDICAL, INC.  (AVNS)  (CIK 0001606498)",3842.0,2017-02-27,2025-02-26,AVNS,oplev_submissions
1606757,"Kimball Electronics, Inc.  (KE)  (CIK 0001606757)",3672.0,2021-08-27,2022-08-30,KE,company_tickers
1607250,Transocean Partners LLC  (CIK 0001607250),1381.0,2015-02-26,2016-02-25,RIGP,oplev_hist_xbrl_prefix
1609253,"California Resources Corp  (CRC, CRCQW)  (CIK 0001609253)",1311.0,2015-02-27,2015-02-27,CRC,company_tickers
1609702,"CDK Global, Inc.  (CIK 0001609702)",7389.0,2016-08-09,2018-08-14,CDK,oplev_hist_xbrl_prefix
1609989,"Blue Buffalo Pet Products, Inc.  (CIK 0001609989)",2000.0,2016-03-10,2018-02-26,BUFF,oplev_hist_xbrl_prefix
1610532,"Hortonworks, Inc.  (CIK 0001610532)",7372.0,2015-03-27,2015-03-27,HDP,oplev_hist_xbrl_prefix
1611647,"Freshpet, Inc.  (FRPT)  (CIK 0001611647)",2040.0,2016-03-14,2026-02-23,FRPT,company_tickers
1615165,"Veritone, Inc.  (VERI)  (CIK 0001615165)",7374.0,2018-03-09,2024-04-01,VERI,company_tickers
1616318,Vista Outdoor Inc.  (VSTO)  (CIK 0001616318),3480.0,2021-05-20,2022-05-24,VSTO,oplev_hist_xbrl_prefix
1616533,"SMART Global Holdings, Inc.  (SGH)  (CIK 0001616533)",3674.0,2017-10-13,2020-10-22,PENG,company_tickers
1616741,"PATRIOT TRANSPORTATION HOLDING, INC.  (CIK 0001616741)",4210.0,2015-12-21,2019-12-11,PATI,oplev_hist_xbrl_prefix
1618732,"Nutanix, Inc.  (NTNX)  (CIK 0001618732)",7372.0,2017-09-18,2017-09-18,NTNX,company_tickers
1619250,Valeritas Holdings Inc.  (CIK 0001619250),3841.0,2017-02-21,2019-03-06,VLRX,oplev_hist_xbrl_prefix
1619954,"Inovalon Holdings, Inc.  (INOV)  (CIK 0001619954)",7374.0,2016-02-26,2018-02-21,INOV,oplev_hist_xbrl_prefix
1621227,Adaptimmune Therapeutics PLC  (ADAP)  (CIK 0001621227),2836.0,2017-03-13,2017-03-13,ADAPY,company_tickers
1621434,"Black Stone Minerals, L.P.  (BSM)  (CIK 0001621434)",1311.0,2017-03-01,2024-02-20,BSM,company_tickers
1621832,"Aqua Metals, Inc.  (AQMS)  (CIK 0001621832)",3341.0,2019-02-28,2019-02-28,AQMS,company_tickers
1622345,"Polar Power, Inc.  (POLA)  (CIK 0001622345)",3690.0,2017-03-10,2020-05-14,POLA,company_tickers
1622620,Lynden Energy Corp.  (CIK 0001622620),1311.0,2015-09-28,2015-09-28,LVL,oplev_hist_xbrl_prefix
1624644,Rice Energy Operating LLC  (CIK 0001624644),,2017-03-31,2017-03-31,REO,oplev_hist_xbrl_prefix
1630805,"Babcock & Wilcox Enterprises, Inc.  (BW, BWNB, BWSN, BW-PA)  (CIK 0001630805)",3433.0,2019-04-02,2019-04-02,BW,company_tickers
1632790,"ENERGIZER HOLDINGS, INC.  (ENR)  (CIK 0001632790)",3690.0,2015-11-20,2025-11-18,ENR,company_tickers
1633651,"Tallgrass Energy GP, LP  (CIK 0001633651)",4922.0,2016-02-17,2017-02-15,,
1634424,PowerComm Holdings Inc.  (CIK 0001634424),1700.0,2019-04-16,2019-04-16,PCC,oplev_hist_xbrl_prefix
1635881,Exterran Corp  (CIK 0001635881),7359.0,2019-02-27,2020-02-28,EXTN,oplev_hist_xbrl_prefix
1637459,Kraft Heinz Co  (KHC)  (CIK 0001637459),2030.0,2016-03-03,2026-02-12,KHC,company_tickers
1637757,Clearway Energy LLC  (CIK 0001637757),4911.0,2019-03-01,2026-02-24,,
1640313,"Amplify Snack Brands, INC  (CIK 0001640313)",2000.0,2016-03-29,2017-03-16,,
1644406,"Hostess Brands, Inc.  (CIK 0001644406)",2050.0,2018-02-28,2023-02-21,TWNK,oplev_hist_xbrl_prefix
1649338,Broadcom Ltd  (CIK 0001649338),3674.0,2016-12-23,2017-12-21,,
1649345,Broadcom Cayman L.P.  (CIK 0001649345),3674.0,2016-12-23,2016-12-23,,
1650575,"Borqs Technologies, Inc.  (BRQSF)  (CIK 0001650575)",7373.0,2018-04-02,2018-04-02,BRQSF,company_tickers
1650696,"Laird Superfood, Inc.  (LSF)  (CIK 0001650696)",2000.0,2021-03-16,2024-03-13,LSF,company_tickers
1651235,"Acacia Communications, Inc.  (CIK 0001651235)",3674.0,2019-02-21,2020-02-18,ACIA,oplev_hist_xbrl_prefix
1651308,"BeOne Medicines Ltd.  (ONC, BEIGF)  (CIK 0001651308)",2834.0,2024-02-26,2026-02-26,ONC,company_tickers
