cik,n_ciks,adsh,file_name,file_date,form,root_form,file_type,file_description,period_ending,display_name,sic,doc_ok
1004989,1,0000910680-11-000109,f10k12312010.htm,2011-03-15,10-K,10-K,10-K,ANNUAL REPORT,2010-12-31,SPAR GROUP INC  (SGRP)  (CIK 0001004989),7389.0,True
1307873,1,0001144204-11-071614,v234629_10k.htm,2011-12-27,10-K,10-K,10-K,FORM 10-K,2011-09-30,SOLAR ENERTECH CORP  (CIK 0001307873),3674.0,True
1302707,1,0000950123-11-029824,g26402ke10vk.htm,2011-03-28,10-K,10-K,10-K,FORM 10-K,2010-12-26,"Horizon Lines, Inc.  (CIK 0001302707)",4400.0,True
1389072,1,0000950123-11-017861,c12630e10vk.htm,2011-02-24,10-K,10-K,10-K,FORM 10-K,2010-12-31,"HeartWare International, Inc.  (CIK 0001389072)",3841.0,True
1000683,1,0001307942-11-000013,blonder10k031711.htm,2011-03-21,10-K,10-K,10-K,BLONDER 10K 031711,2010-12-31,BLONDER TONGUE LABORATORIES INC  (BDRL)  (CIK 0001000683),3663.0,True
865415,1,0001193125-11-241281,d10k.htm,2011-09-06,10-K,10-K,10-K,FORM 10-K,2011-06-30,ADEPT TECHNOLOGY INC  (CIK 0000865415),3559.0,True
1141673,1,0001213900-11-001924,f10k2010_feelgolf.htm,2011-04-13,10-K,10-K,10-K,ANNUAL REPORT,2010-12-31,FEEL GOLF CO INC  (CIK 0001141673),3949.0,True
1172069,1,0001137050-11-000171,p2solar10k33111_final.htm,2011-07-14,10-K,10-K,10-K,,2011-03-31,"P2 Solar, Inc.  (PTOS)  (CIK 0001172069)",2842.0,True
1364099,1,0001193125-11-050251,d10k.htm,2011-02-28,10-K,10-K,10-K,FORM 10-K,2010-12-31,"Innophos Holdings, Inc.  (CIK 0001364099)",5160.0,True
1001838,1,0001104659-11-011083,a11-2140_110k.htm,2011-03-01,10-K,10-K,10-K,10-K,2010-12-31,SOUTHERN COPPER CORP/  (SCCO)  (CIK 0001001838),1000.0,True
794619,1,0000794619-11-000012,awcfy1110k.htm,2011-06-30,10-K,10-K,10-K,AWC FY11 FORM 10-K,2011-04-30,AMERICAN WOODMARK CORP  (AMWD)  (CIK 0000794619),2430.0,True
21535,1,0000950123-11-017227,a58777e10vk.htm,2011-02-23,10-K,10-K,10-K,FORM 10-K,2010-12-25,COHU INC  (COHU)  (CIK 0000021535),3825.0,True
1060244,1,0001144204-11-018283,v216433_10k.htm,2011-03-30,10-K,10-K,10-K,,2010-12-31,PEOPLES BANCORP INC/MD  (CIK 0001060244),6021.0,True
355573,1,0000711642-11-000090,real41210_10k.htm,2011-03-31,10-K,10-K,10-K,FORM 10-K,2010-12-31,REAL ESTATE ASSOCIATES LTD IV  (CIK 0000355573),6500.0,True
100790,1,0000029915-11-000008,ucc_form10-k2010.htm,2011-02-18,10-K,10-K,10-K,,2010-12-31,UNION CARBIDE CORP /NEW/  (CIK 0000100790),2860.0,True
713095,1,0001437749-11-001488,fcbc_10k-123110.htm,2011-03-11,10-K,10-K,10-K,FORM 10-K,2010-12-31,FARMERS CAPITAL BANK CORP  (CIK 0000713095),6021.0,True
1164256,1,0001171200-11-000469,i00248_dbrm-10k.htm,2011-05-27,10-K,10-K,10-K,,2011-02-28,DAYBREAK OIL & GAS INC  (DBRM)  (CIK 0001164256),1311.0,True
897893,1,0001437749-11-002692,peerless_10k-013111.htm,2011-05-02,10-K,10-K,10-K,FORM 10-K,2011-01-31,PEERLESS SYSTEMS CORP  (CIK 0000897893),7372.0,True
1401475,1,0001255294-11-000532,mainbody.htm,2011-09-14,10-K,10-K,10-K,MAINBODY,2011-05-31,SupportSave Solutions Inc  (CIK 0001401475),7363.0,True
874499,1,0001193125-11-065894,d10k.htm,2011-03-14,10-K,10-K,10-K,FORM 10-K,2010-12-31,GULFPORT ENERGY CORP  (GPOR)  (CIK 0000874499),1311.0,True
28367,1,0001193125-11-068808,d10k.htm,2011-03-16,10-K,10-K,10-K,FORM 10-K,2010-12-31,"Cogo Group, Inc.  (CIK 0000028367)",3670.0,True
816284,1,0000950123-11-020640,y89208e10vk.htm,2011-03-01,10-K,10-K,10-K,FORM 10-K,2010-12-31,CELGENE CORP /DE/  (CIK 0000816284),2834.0,True
820901,1,0001079974-11-000096,arete10k12312009_272011.htm,2011-02-11,10-K,10-K,10-K,ANNUAL REPORT 12-31-2009,2009-12-31,ARETE INDUSTRIES INC  (CIK 0000820901),1311.0,True
1056696,1,0000950123-11-017219,c12968e10vk.htm,2011-02-23,10-K,10-K,10-K,FORM 10-K,2010-12-31,MANHATTAN ASSOCIATES INC  (MANH)  (CIK 0001056696),7372.0,True
1305168,1,0000950123-11-023594,c13851e10vk.htm,2011-03-09,10-K,10-K,10-K,FORM 10-K,2010-12-31,American Reprographics CO  (ARC)  (CIK 0001305168),7330.0,True
1381455,1,0001047469-11-004379,a2203735z10-k.htm,2011-05-02,10-K,10-K,10-K,10-K,2011-01-31,Stewart & Stevenson LLC  (CIK 0001381455),3533.0,True
14195,1,0001193125-11-239046,d10k.htm,2011-09-01,10-K,10-K,10-K,FORM 10-K,2011-07-03,BRIGGS & STRATTON CORP  (CIK 0000014195),3510.0,True
73088,1,0000073088-11-000011,nwe1231201010k.htm,2011-02-11,10-K,10-K,10-K,,2010-12-31,NORTHWESTERN CORP  (CIK 0000073088),4931.0,True
749935,1,0001140361-11-019625,winland2010form10k.htm,2011-03-31,10-K,10-K,10-K,FORM 10-K,2010-12-31,WINLAND ELECTRONICS INC  (CIK 0000749935),3823.0,True
891178,1,0001193125-11-065923,d10k.htm,2011-03-14,10-K,10-K,10-K,FORM 10-K,2010-12-31,EPICOR SOFTWARE CORP  (CIK 0000891178),7372.0,True
57515,1,0000950123-11-081026,c21895e10vk.htm,2011-08-29,10-K,10-K,10-K,FORM 10-K,2011-06-30,LANCASTER COLONY CORP  (LANC)  (CIK 0000057515),2030.0,True
37808,1,0000950123-11-018643,l40885e10vk.htm,2011-02-25,10-K,10-K,10-K,FORM 10-K,2010-12-31,FNB CORP/FL/  (FNB)  (CIK 0000037808),6021.0,True
1009672,1,0001193125-12-088873,d238954d10k.htm,2012-02-29,10-K,10-K,10-K,FORM 10-K,2011-12-31,CARBO CERAMICS INC  (CIK 0001009672),3290.0,True
1112412,1,0001193125-12-101841,d290517d10k.htm,2012-03-08,10-K,10-K,10-K,"FORM 10-K FOR FISCAL YEAR ENDED DECEMBER 31, 2011",2011-12-31,ENDEAVOUR INTERNATIONAL CORP  (CIK 0001112412),1311.0,True
803578,1,0001354488-12-001602,iaic_10k.htm,2012-03-30,10-K,10-K,10-K,ANNUAL REPORT,2011-12-31,INFORMATION ANALYSIS INC  (AIFF)  (CIK 0000803578),7372.0,True
1451951,1,0001398432-12-000273,ffc_10k-123111.htm,2012-03-29,10-K,10-K,10-K,FORM 10-K,2011-12-31,FriendFinder Networks Inc.  (CIK 0001451951),7370.0,True
1019695,1,0001188112-12-000554,t72602_10k.htm,2012-03-01,10-K,10-K,10-K,FORM 10-K,2011-12-31,ARQULE INC  (CIK 0001019695),2834.0,True
1158324,1,0001047469-12-001587,a2207132z10-k.htm,2012-02-27,10-K,10-K,10-K,10-K,2011-12-31,COGENT COMMUNICATIONS GROUP INC  (CCOI)  (CIK 0001158324),7372.0,True
1098880,1,0001204459-12-000636,form10k.htm,2012-03-29,10-K,10-K,10-K,FORM 10-K,2011-12-31,IntelGenx Technologies Corp.  (IGXT)  (CIK 0001098880),2834.0,True
1466258,1,0001445305-12-000370,ir-12312011x10k.htm,2012-02-21,10-K,10-K,10-K,FORM 10-K,2011-12-31,Ingersoll-Rand plc  (TT)  (CIK 0001466258),3822.0,True
356037,1,0001437749-12-013044,csp_10k-093012.htm,2012-12-20,10-K,10-K,10-K,FORM 10-K,2012-09-30,CSP INC /MA/  (CSPI)  (CIK 0000356037),7373.0,True
1393744,1,0001104659-12-018613,a12-1257_410k.htm,2012-03-15,10-K,10-K,10-K,10-K,2011-12-31,"EnergySolutions, Inc.  (CIK 0001393744)",4955.0,True
898770,1,0000898770-12-000014,form10kfyjune302012.htm,2012-08-30,10-K,10-K,10-K,FORM 10K FY 2012,2012-06-30,SHARPS COMPLIANCE CORP  (CIK 0000898770),4955.0,True
1434601,1,0001213900-12-003965,f10k2012_zhongsen.htm,2012-07-23,10-K,10-K,10-K,ANNUAL REPORT,2012-05-31,ZHONG SEN INTERNATIONAL TEA CO  (TMGI)  (CIK 0001434601),5140.0,True
1002037,1,0001193125-12-506687,d409486d10k.htm,2012-12-18,10-K,10-K,10-K,FORM 10-K,2012-09-28,LEARNING TREE INTERNATIONAL INC  (CIK 0001002037),8200.0,True
939930,1,0000939930-12-000021,aoi-20120331x10k.htm,2012-06-13,10-K,10-K,10-K,FORM 10K,2012-03-31,"ALLIANCE ONE INTERNATIONAL, INC.  (PYYX)  (CIK 0000939930)",5150.0,True
739608,1,0001193125-12-459869,d408861d10k.htm,2012-11-08,10-K,10-K,10-K,FORM 10-K,2012-08-31,PENFORD CORP  (CIK 0000739608),2040.0,True
1054905,1,0001193125-12-067402,d279557d10k.htm,2012-02-17,10-K,10-K,10-K,FORM 10-K,2011-12-31,INNOSPEC INC.  (IOSP)  (CIK 0001054905),2800.0,True
1378992,1,0000919465-12-000024,bpg10k122012.htm,2012-12-17,10-K,10-K,10-K,"BERRY PLASTICS GROUP, INC. FORM 10-K DECEMBER 2012",2012-12-12,BERRY PLASTICS GROUP INC  (BERY)  (CIK 0001378992),3089.0,True
780571,1,0000780571-12-000006,itri10k123111.htm,2012-02-17,10-K,10-K,10-K,FORM 10-K,2011-12-31,ITRON INC /WA/  (ITRI)  (CIK 0000780571),3825.0,True
312065,1,0001144204-12-018969,v305683_10k.htm,2012-03-30,10-K,10-K,10-K,FORM 10-K,2011-12-31,FLORIDA GAMING CORP  (CIK 0000312065),7990.0,True
1036188,1,0001140361-12-019472,form10k.htm,2012-04-05,10-K,10-K,10-K,QAD INC 10-K 1-31-2012,2012-01-31,QAD INC  (CIK 0001036188),7372.0,True
1469628,1,0001013762-12-001274,form10k.htm,2012-06-06,10-K,10-K,10-K,HYGEA HOLDINGS CORP. FORM 10-K,2011-12-31,Hygea Holdings Corp.  (CIK 0001469628),8011.0,True
97854,1,0001193125-12-066923,d273127d10k.htm,2012-02-17,10-K,10-K,10-K,FORM 10-K,2011-12-31,THOMAS & BETTS CORP  (CIK 0000097854),3640.0,True
909954,1,0001104659-12-080228,a12-21067_110k.htm,2012-11-28,10-K,10-K,10-K,10-K,2012-09-29,GREEN MOUNTAIN COFFEE ROASTERS INC  (CIK 0000909954),2090.0,True
1001250,1,0001104659-12-058698,a12-12514_110k.htm,2012-08-17,10-K,10-K,10-K,10-K,2012-06-30,ESTEE LAUDER COMPANIES INC  (EL)  (CIK 0001001250),2844.0,True
1486159,1,0001193125-12-085092,d253600d10k.htm,2012-02-28,10-K,10-K,10-K,FORM 10-K,2011-12-31,"Oasis Petroleum Inc.  (CHRD, OASPW, WLLAW, WLLBW)  (CIK 0001486159)",1311.0,True
715446,1,0001193125-12-029810,d277634d10k.htm,2012-01-30,10-K,10-K,10-K,FORM 10-K,2011-10-31,COPYTELE INC  (ANIX)  (CIK 0000715446),3577.0,True
1428469,1,0001077048-12-000222,vsst10k.htm,2012-04-16,10-K,10-K,10-K,FORM 10-K,2011-12-31,"Voice Assist, Inc.  (CIK 0001428469)",7389.0,True
310354,1,0000310354-12-000025,10k.pdf,2012-08-28,10-K,10-K,10-K,,2012-06-30,STANDEX INTERNATIONAL CORP/DE/  (SXI)  (CIK 0000310354),3580.0,True
1398137,1,0001078782-12-001023,annualreport_10k.htm,2012-04-16,10-K,10-K,10-K,FORM 10-K ANNUAL REPORT DECEMBER 31 2011,2011-12-31,CINJET INC  (CIK 0001398137),7380.0,True
1533311,1,0001558891-12-000048,olie_20120930-10k.htm,2012-12-03,10-K,10-K,10-K,10-K,2012-09-30,OLIE INC  (CIK 0001533311),7389.0,True
1117057,1,0001204459-12-000694,form10k.htm,2012-03-30,10-K,10-K,10-K,FORM 10-K,2011-12-31,American Lorain CORP  (PLAG)  (CIK 0001117057),2030.0,True
1116204,1,0001137050-12-000086,snas2011_10khkcmvlfinalhkcm.htm,2012-03-28,10-K,10-K,10-K,,2011-12-31,SINO ASSURANCE INC.  (CIK 0001116204),6351.0,True
1373792,1,0001511164-12-000116,f10kdec312011final.htm,2012-06-07,10-K,10-K,10-K,FORM 10-K,2011-12-31,"CLEAN TRANSPORTATION GROUP, INC.  (CIK 0001373792)",7500.0,True
849401,1,0001437749-12-006520,adm_10k-033112.htm,2012-06-29,10-K,10-K,10-K,FORM 10-K,2012-03-31,ADM TRONICS UNLIMITED INC/DE  (ADMT)  (CIK 0000849401),2891.0,True
1364541,1,0001364541-12-000008,a2011form10-k.htm,2012-02-29,10-K,10-K,10-K,2011 FORM 10-K,2011-12-31,EAGLE ROCK ENERGY PARTNERS L P  (CIK 0001364541),1311.0,True
1275712,1,0001171843-12-001110,f10k_033012.htm,2012-03-30,10-K,10-K,10-K,FORM 10-K,2011-12-31,"GSE Holding, Inc.  (CIK 0001275712)",3081.0,True
1367832,1,0001193125-12-129759,d280216d10k.htm,2012-03-23,10-K,10-K,10-K,FORM 10-K,2011-12-31,AURORA DIAGNOSTICS HOLDINGS LLC  (CIK 0001367832),8071.0,True
1140102,1,0001354488-12-001742,ccni_10k.htm,2012-04-09,10-K,10-K,10-K,ANNUAL REPORT,2011-12-30,"Command Center, Inc.  (HQI)  (CIK 0001140102)",7363.0,True
353681,1,0001511164-12-000058,anvsecuritygroup_10kv2.htm,2012-03-30,10-K,10-K,10-K,FORM 10-K,2011-12-31,ANV SECURITY GROUP INC.  (CIK 0000353681),3669.0,True
1210227,1,0001144204-12-015323,v304687_10k.htm,2012-03-15,10-K,10-K,10-K,ANNUAL REPORT FORM 10-K,2011-12-31,BNC BANCORP  (CIK 0001210227),6021.0,True
1467761,1,0001354488-12-001548,zoom_10k.htm,2012-03-30,10-K,10-K,10-K,ANNUAL REPORT,2011-12-31,"Zoom Telephonics, Inc.  (MINM)  (CIK 0001467761)",3661.0,True
1366391,1,0001078782-12-000819,f10k123111_10k.htm,2012-03-28,10-K,10-K,10-K,"DECEMBER 31, 2011 10-K",2011-12-31,ROCKY MOUNTAIN PLANTINGS INC  (CIK 0001366391),6770.0,True
1442376,1,0001477932-12-004872,lux_10k.htm,2012-12-14,10-K,10-K,10-K,FORM 10-K,2012-08-31,"Lux Digital Pictures, Inc.  (CIK 0001442376)",7310.0,True
797465,1,0001193125-12-032382,d284665d10k.htm,2012-01-31,10-K,10-K,10-K,FORM 10-K,2011-12-31,STANLEY FURNITURE CO INC.  (STLY)  (CIK 0000797465),2511.0,True
1417398,1,0001104659-12-079928,a12-18804_110k.htm,2012-11-26,10-K,10-K,10-K,10-K,2012-09-30,"Hillenbrand, Inc.  (HI)  (CIK 0001417398)",3990.0,True
1383571,1,0001383571-12-000013,fiscal2012.htm,2012-08-28,10-K,10-K,10-K,FISCAL 2012 10-K,2012-06-30,GLOBE SPECIALTY METALS INC  (CIK 0001383571),3330.0,True
1404804,1,0001445866-12-000119,omnitek10k03202012.htm,2012-03-27,10-K,10-K,10-K,10-K,2011-12-31,Omnitek Engineering Corp  (OMTK)  (CIK 0001404804),3714.0,True
912544,1,0001144204-12-021938,v305733_10k.htm,2012-04-16,10-K,10-K,10-K,FORM 10-K,2011-12-31,HOLLYWOOD MEDIA CORP  (NSTM)  (CIK 0000912544),5990.0,True
941548,1,0000941548-12-000005,form10-k.htm,2012-02-28,10-K,10-K,10-K,FORM 10-K  - 2011,2012-02-15,CAMERON INTERNATIONAL CORP  (CIK 0000941548),3533.0,True
1323653,1,0001193125-12-111111,d297506d10k.htm,2012-03-13,10-K,10-K,10-K,FORM 10-K,2011-12-31,"Coleman Cable, Inc.  (CIK 0001323653)",3357.0,True
42542,1,0001193125-12-074985,d238003d10k.htm,2012-02-23,10-K,10-K,10-K,FORM 10-K,2011-12-31,GOODRICH CORP  (CIK 0000042542),3760.0,True
1029744,1,0001193125-12-500121,d405949d10k.htm,2012-12-12,10-K,10-K,10-K,FORM 10-K,2012-09-30,SONIC FOUNDRY INC  (SOFO)  (CIK 0001029744),3663.0,True
894237,1,0001437749-12-005491,vsci_10k-033112v2.htm,2012-05-25,10-K,10-K,10-K,FORM 10-K,2012-03-31,VISION SCIENCES INC /DE/  (CIK 0000894237),3845.0,True
1540047,1,0001193125-12-508532,d415227d10k.htm,2012-12-19,10-K,10-K,10-K,FORM 10-K,2012-09-30,"Nexeo Solutions Holdings, LLC  (CIK 0001540047)",5160.0,True
1091596,1,0001144204-12-018103,v306806_10k.htm,2012-03-29,10-K,10-K,10-K,FORM 10-K,2011-12-31,CYTOMEDIX INC  (AURX)  (CIK 0001091596),3841.0,True
864509,1,0001144204-12-036814,v316114_10k.htm,2012-06-28,10-K,10-K,10-K,FORM 10-K,2012-03-31,COMMAND SECURITY CORP  (CIK 0000864509),7381.0,True
1116927,1,0001104659-12-022891,a11-32512_110k.htm,2012-03-30,10-K,10-K,10-K,10-K,2011-12-31,GEOPETRO RESOURCES CO  (CIK 0001116927),1382.0,True
904979,1,0000904979-12-000031,shlo1031201210-k.htm,2012-12-21,10-K,10-K,10-K,10-K,2012-10-31,SHILOH INDUSTRIES INC  (CIK 0000904979),3460.0,True
1037390,1,0001047469-12-001107,a2207221z10-k.htm,2012-02-16,10-K,10-K,10-K,10-K,2011-12-03,GRIFFIN LAND & NURSERIES INC  (CIK 0001037390),100.0,True
1412100,1,0001445305-12-000650,mhld-20111231x10k.htm,2012-03-13,10-K,10-K,10-K,ANNUAL REPORT,2011-12-31,"Maiden Holdings, Ltd.  (MHLA, MHLD, MHNC)  (CIK 0001412100)",6331.0,True
1137855,1,0001515971-12-000090,f10k123111.htm,2012-04-02,10-K,10-K,10-K,10-K,2011-12-31,PACIFIC GOLD CORP  (CIK 0001137855),1040.0,True
1174290,1,0001144204-12-030545,v313908_10k.htm,2012-05-18,10-K,10-K,10-K,FORM 10-K,2009-12-31,"2-Track Global, Inc.  (CIK 0001174290)",3812.0,True
1124608,1,0001144204-12-019199,v307389_10k.htm,2012-04-02,10-K,10-K,10-K,FORM 10-K,2011-12-31,RESPONSE GENETICS INC  (CIK 0001124608),2835.0,True
876883,1,0001144204-12-014991,v303734_10k.htm,2012-03-15,10-K,10-K,10-K,10-K,2011-12-31,MDC PARTNERS INC  (STGW)  (CIK 0000876883),7311.0,True
1289308,1,0001193125-12-249202,d313624d10k.htm,2012-05-25,10-K,10-K,10-K,"ENERSYS, INC. - FORM 10-K",2012-03-31,EnerSys  (ENS)  (CIK 0001289308),5063.0,True
723603,1,0001157523-12-003608,a50331211.htm,2012-07-12,10-K,10-K,10-K,"CULP, INC. 10-K",2012-04-29,CULP INC  (CULP)  (CIK 0000723603),2211.0,True
1103090,1,0001010412-12-000154,f10kv12.htm,2012-03-30,10-K,10-K,10-K,"ANNUAL REPORT ON FORM 10K FOR THE YEAR ENDED DECEMBER 31, 2011",2011-12-31,REFLECT SCIENTIFIC INC  (RSCF)  (CIK 0001103090),3821.0,True
1002517,1,0001002517-12-000006,nuan-2012930x10k.htm,2012-11-29,10-K,10-K,10-K,10-K,2012-09-30,"Nuance Communications, Inc.  (CIK 0001002517)",7372.0,True
1389217,1,0001493152-12-000225,form10k.htm,2012-03-30,10-K,10-K,10-K,ANNUAL REPORT,2011-12-31,"ALLDIGITAL HOLDINGS, INC.  (CIK 0001389217)",5531.0,True
1169567,1,0001169567-12-000004,oxford_10k.htm,2012-04-04,10-K,10-K,10-K,"ANNUAL REPORT, DECEMBER 31, 2011",2011-12-31,OXFORD TECHNOLOGIES INC  (CIK 0001169567),9995.0,True
1324482,1,0001193125-12-106099,d304911d10k.htm,2012-03-09,10-K,10-K,10-K,FORM 10-K,2011-12-31,COMMERCIAL BARGE LINE CO  (CIK 0001324482),4400.0,True
1055294,1,0001055294-12-000005,kcsm2011123110-k.htm,2012-02-08,10-K,10-K,10-K,FORM 10-K,2011-12-31,"Kansas City Southern de Mexico, S.A. de C.V.  (CIK 0001055294)",4011.0,True
1120830,1,0001144204-12-019387,v306824_10k.htm,2012-04-02,10-K,10-K,10-K,ANNUAL REPORT,2011-12-31,"China Natural Gas, Inc.  (CIK 0001120830)",4923.0,True
93389,1,0001140361-12-014478,form10k.htm,2012-03-09,10-K,10-K,10-K,"STANDARD MOTOR PRODUCTS, INC 10-K 12-31-2011",2011-12-31,STANDARD MOTOR PRODUCTS INC  (SMP)  (CIK 0000093389),3690.0,True
1219601,1,0001193125-12-087983,d265151d10k.htm,2012-02-29,10-K,10-K,10-K,FORM 10-K,2011-12-31,CROWN HOLDINGS INC  (CCK)  (CIK 0001219601),3411.0,True
1413754,1,0001144204-12-039664,v318342_10k.htm,2012-07-16,10-K,10-K,10-K,FORM 10-K,2012-03-31,GBS Enterprises Inc  (MRZM)  (CIK 0001413754),5020.0,True
837173,1,0001047469-12-001902,a2207633z10-k.htm,2012-02-29,10-K,10-K,10-K,10-K,2011-12-31,"Walter Energy, Inc.  (CIK 0000837173)",1220.0,True
1177845,1,0001437749-12-006351,xplore_10k-033112.htm,2012-06-25,10-K,10-K,10-K,FORM 10-K,2012-03-31,XPLORE TECHNOLOGIES CORP  (CIK 0001177845),3570.0,True
880562,1,0001206774-12-003070,daegis_10k.htm,2012-07-25,10-K,10-K,10-K,ANNUAL REPORT,2012-04-30,DAEGIS INC.  (CIK 0000880562),7372.0,True
1357971,1,0001188112-12-003673,t75231_10k.htm,2012-12-28,10-K,10-K,10-K,FORM 10-K,2012-09-30,Energy Services of America CORP  (ESOA)  (CIK 0001357971),1623.0,True
1048685,1,0001193125-12-115180,d280938d10k.htm,2012-03-14,10-K,10-K,10-K,FORM 10-K,2011-12-31,METALICO INC  (CIK 0001048685),3341.0,True
820313,1,0001104659-12-012448,a12-1044_110k.htm,2012-02-24,10-K,10-K,10-K,10-K,2011-12-31,AMPHENOL CORP /DE/  (APH)  (CIK 0000820313),3678.0,True
1430060,1,0001144204-12-049491,v321966_10k.htm,2012-09-04,10-K,10-K,10-K,ANNUAL REPORT,2012-06-30,"MAN SHING AGRICULTURAL HOLDINGS, INC  (CIK 0001430060)",100.0,True
1230276,1,0001193125-12-120024,d280023d10k.htm,2012-03-19,10-K,10-K,10-K,FORM 10-K,2012-01-31,"Pandora Media, Inc.  (CIK 0001230276)",4832.0,True
1005010,1,0001104659-12-010580,a12-1345_110k.htm,2012-02-16,10-K,10-K,10-K,ANNUAL REPORT PURSUANT TO SECTION 13 AND 15(D),2011-12-31,ARTHROCARE CORP  (CIK 0001005010),3845.0,True
885590,1,0001047469-12-001906,a2207517z10-k.htm,2012-02-29,10-K,10-K,10-K,10-K,2011-12-31,"Valeant Pharmaceuticals International, Inc.  (BHC)  (CIK 0000885590)",2834.0,True
102198,1,0001360865-12-000063,cttc10k2011.pdf,2012-04-16,10-K,10-K,10-K,"COMPETITIVE TECHNOLOGIES, INC. ANNUAL REPORT ON FORM 10-K FOR THE YEAR ENDED DECEMBER 31, 2011",2011-12-31,COMPETITIVE TECHNOLOGIES INC  (CIK 0000102198),6794.0,True
1477776,1,0001108017-12-000064,attune10k2011.htm,2012-03-30,10-K,10-K,10-K,10-K FOR PERIOD ENDED 12/31/2012,2011-12-31,ATTUNE RTD  (CIK 0001477776),3823.0,True
928658,1,0001008886-13-000025,form10k.htm,2013-03-28,10-K,10-K,10-K,"FORM 10-K (YEAR ENDED DECEMBER 31, 2012)",2012-12-31,COVENANT TRANSPORTATION GROUP INC  (CVLG)  (CIK 0000928658),4213.0,True
826326,1,0001387131-13-003739,arcw-10k_063013.htm,2013-10-04,10-K,10-K,10-K,ANNUAL REPORT,2013-06-30,"ARC Group Worldwide, Inc.  (CIK 0000826326)",4899.0,True
1493137,1,0001079973-13-000180,lifeloc_10k-123112.htm,2013-03-15,10-K,10-K,10-K,FORM 10-K FOR THE PERIOD ENDED 12/31/2012,2012-12-31,"Lifeloc Technologies, Inc  (LCTC)  (CIK 0001493137)",3826.0,True
1418819,1,0001144204-13-012838,v329740_10k.htm,2013-03-05,10-K,10-K,10-K,10-K,2012-12-31,Iridium Communications Inc.  (IRDM)  (CIK 0001418819),3669.0,True
1092699,1,0001193125-13-093885,d444255d10k.htm,2013-03-06,10-K,10-K,10-K,FORM 10-K,2012-12-31,SPS COMMERCE INC  (SPSC)  (CIK 0001092699),7372.0,True
1123494,1,0001193125-13-112305,d448032d10k.htm,2013-03-18,10-K,10-K,10-K,FORM 10-K,2012-12-31,HARVARD BIOSCIENCE INC  (HBIO)  (CIK 0001123494),3826.0,True
1404804,1,0001445866-13-000205,omnitek10k03142013.htm,2013-03-18,10-K,10-K,10-K,10-K,2012-12-31,Omnitek Engineering Corp  (OMTK)  (CIK 0001404804),3714.0,True
1313938,1,0001127855-13-000351,naprodis10k083112.htm,2013-05-16,10-K,10-K,10-K,"NAPRODIS 10K, 08.31.12",2012-08-31,"Naprodis, Inc.  (SNNC)  (CIK 0001313938)",2834.0,True
1439288,1,0001439288-13-000026,rxn3311310-k.htm,2013-05-21,10-K,10-K,10-K,FORM 10-K,2013-03-31,Rexnord Corp  (ZWS)  (CIK 0001439288),3560.0,True
276209,1,0000276209-13-000013,ctws201210k.htm,2013-03-18,10-K,10-K,10-K,10-K,2012-12-31,CONNECTICUT WATER SERVICE INC / CT  (CIK 0000276209),4941.0,True
790051,1,0001047469-13-000898,a2212797z10-k.htm,2013-02-12,10-K,10-K,10-K,10-K,2012-12-31,CARLISLE COMPANIES INC  (CSL)  (CIK 0000790051),3060.0,True
1301031,1,0001193125-13-098588,d441050d10k.htm,2013-03-08,10-K,10-K,10-K,FORM 10-K,2012-12-31,Demandware Inc  (CIK 0001301031),7371.0,True
894237,1,0001437749-13-008017,vsci20130531_10k.htm,2013-06-25,10-K,10-K,10-K,FORM 10-K,2013-03-31,VISION SCIENCES INC /DE/  (CIK 0000894237),3845.0,True
1391127,1,0001193125-13-086661,d449287d10k.htm,2013-03-01,10-K,10-K,10-K,FORM 10-K,2012-12-31,"Limelight Networks, Inc.  (EGIO)  (CIK 0001391127)",7389.0,True
825542,1,0001546380-13-000032,smg-0930201310kf13.htm,2013-11-20,10-K,10-K,10-K,10-K,2013-09-30,SCOTTS MIRACLE-GRO CO  (SMG)  (CIK 0000825542),2870.0,True
1396536,1,0000943440-13-000357,iosa_10k.htm,2013-04-01,10-K,10-K,10-K,ANNUAL REPORT,2012-12-31,"INFORMATION SYSTEMS ASSOCIATES, INC.  (DUOT)  (CIK 0001396536)",7372.0,True
1333170,1,0001193125-13-084320,d444020d10k.htm,2013-02-28,10-K,10-K,10-K,FORM 10-K,2012-12-31,"NxStage Medical, Inc.  (CIK 0001333170)",3845.0,True
1314054,1,0001477932-13-001518,wdka_10k.htm,2013-04-01,10-K,10-K,10-K,FORM 10-K,2012-12-31,"Panache Beverage, Inc.  (CIK 0001314054)",7600.0,True
1076541,1,0001078782-13-000737,f10k123112_10k.htm,2013-04-16,10-K,10-K,10-K,FORM 10-K ANNUAL REPORT DECEMBER 31 2012,2012-12-31,"INNOCOM TECHNOLOGY HOLDINGS, INC.  (CIK 0001076541)",3661.0,True
1487843,1,0001213900-13-001887,f10k2012_kirininternational.htm,2013-04-16,10-K,10-K,10-K,ANNUAL REPORT,2012-12-31,"Kirin International Holding, Inc.  (CIK 0001487843)",3634.0,True
66004,1,0000914317-13-000279,form10k-128455_msx.htm,2013-03-07,10-K,10-K,10-K,10-K,2012-12-31,"MIDDLESEX WATER CO  (MSEX, MSEXP)  (CIK 0000066004)",4941.0,True
