form,name,cik,date,adsh
10-K,COMARCO INC,22252,2012-04-30,0001193125-12-195681
10-K,COMARCO INC,22252,2013-04-30,0001437749-13-004940
10-K,COMARCO INC,22252,2014-04-30,0001437749-14-007537
10-K,COMARCO INC,22252,2015-04-30,0001437749-15-008491
10-K,COMARCO INC,22252,2016-05-02,0001437749-16-030440
10-K,COMARCO INC,22252,2017-05-01,0001437749-17-007521
10-K,COMMUNICATIONS SYSTEMS INC,22701,2009-03-24,0000897101-09-000596
10-K,COMMUNICATIONS SYSTEMS INC,22701,2010-03-18,0000897101-10-000581
10-K,COMMUNICATIONS SYSTEMS INC,22701,2011-03-15,0000897101-11-000407
10-K,COMMUNICATIONS SYSTEMS INC,22701,2012-03-15,0000897101-12-000451
10-K,COMMUNICATIONS SYSTEMS INC,22701,2013-03-15,0000897101-13-000372
10-K,COMMUNICATIONS SYSTEMS INC,22701,2014-03-14,0000897101-14-000329
10-K,COMMUNICATIONS SYSTEMS INC,22701,2015-03-12,0000897101-15-000326
10-K,COMMUNICATIONS SYSTEMS INC,22701,2016-03-11,0000897101-16-002004
10-K,COMMUNICATIONS SYSTEMS INC,22701,2017-03-31,0000897101-17-000402
10-K,COMMUNICATIONS SYSTEMS INC,22701,2018-04-06,0001387131-18-001457
10-K,COMMUNICATIONS SYSTEMS INC,22701,2019-03-08,0000897101-19-000179
10-K,COMMUNICATIONS SYSTEMS INC,22701,2020-03-17,0000897101-20-000165
10-K,COMMUNICATIONS SYSTEMS INC,22701,2021-03-31,0000897101-21-000260
10-K,COMMUNICATIONS SYSTEMS INC,22701,2022-03-14,0000022701-22-000004
10-K,Pineapple Energy Inc.,22701,2023-04-14,0000022701-23-000008
10-K,Pineapple Energy Inc.,22701,2024-04-01,0000022701-24-000002
10-K,"SUNation Energy, Inc.",22701,2025-04-15,0000022701-25-000002
10-K,"SUNation Energy, Inc.",22701,2026-03-23,0000022701-26-000003
10-K,COMPUTER TASK GROUP INC,23111,2009-02-26,0001193125-09-037577
10-K,COMPUTER TASK GROUP INC,23111,2010-02-25,0001193125-10-040960
10-K,COMPUTER TASK GROUP INC,23111,2011-02-25,0001193125-11-047412
10-K,COMPUTER TASK GROUP INC,23111,2012-02-24,0001193125-12-078045
10-K,COMPUTER TASK GROUP INC,23111,2013-02-22,0001445305-13-000296
10-K,COMPUTER TASK GROUP INC,23111,2014-02-26,0000023111-14-000003
10-K,COMPUTER TASK GROUP INC,23111,2015-02-25,0000023111-15-000002
10-K,COMPUTER TASK GROUP INC,23111,2016-02-23,0000023111-16-000014
10-K,COMPUTER TASK GROUP INC,23111,2017-02-24,0001564590-17-002360
10-K,COMPUTER TASK GROUP INC,23111,2018-03-14,0001564590-18-005661
10-K,COMPUTER TASK GROUP INC,23111,2019-03-15,0001564590-19-008025
10-K,COMPUTER TASK GROUP INC,23111,2020-03-13,0001564590-20-010768
10-K,COMPUTER TASK GROUP INC,23111,2021-03-12,0001564590-21-012830
10-K,COMPUTER TASK GROUP INC,23111,2022-03-15,0001564590-22-010168
10-K,COMPUTER TASK GROUP INC,23111,2023-03-15,0000950170-23-008194
10-K,COMSTOCK RESOURCES INC,23194,2009-02-25,0000950134-09-003729
10-K,COMSTOCK RESOURCES INC,23194,2010-02-26,0000950123-10-018130
10-K,COMSTOCK RESOURCES INC,23194,2011-02-22,0000950123-11-016458
10-K,COMSTOCK RESOURCES INC,23194,2012-02-27,0001193125-12-081407
10-K,COMSTOCK RESOURCES INC,23194,2013-02-28,0001193125-13-083473
10-K,COMSTOCK RESOURCES INC,23194,2014-02-27,0001564590-14-000379
10-K,COMSTOCK RESOURCES INC,23194,2015-02-25,0001564590-15-000911
10-K,COMSTOCK RESOURCES INC,23194,2016-02-26,0001564590-16-013592
10-K,COMSTOCK RESOURCES INC,23194,2017-02-24,0001564590-17-002442
10-K,COMSTOCK RESOURCES INC,23194,2018-02-27,0001564590-18-003306
10-K,COMSTOCK RESOURCES INC,23194,2019-03-01,0001564590-19-005805
10-K,COMSTOCK RESOURCES INC,23194,2020-03-02,0001564590-20-008081
10-K,COMSTOCK RESOURCES INC,23194,2021-02-17,0000023194-21-000015
10-K,COMSTOCK RESOURCES INC,23194,2022-02-17,0000023194-22-000011
10-K,COMSTOCK RESOURCES INC,23194,2023-02-17,0000023194-23-000009
10-K,COMSTOCK RESOURCES INC,23194,2024-02-16,0000950170-24-016532
10-K,COMSTOCK RESOURCES INC,23194,2025-02-21,0000950170-25-024783
10-K,COMSTOCK RESOURCES INC,23194,2026-02-19,0001193125-26-059001
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2009-09-23,0000023197-09-000063
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2010-09-23,0000023197-10-000054
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2011-09-27,0000023197-11-000023
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2012-09-26,0000023197-12-000020
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2013-10-03,0000023197-13-000023
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2014-10-09,0000023197-14-000024
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2015-09-28,0000023197-15-000039
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2016-10-06,0000023197-16-000074
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2017-09-27,0000023197-17-000069
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2018-09-26,0000023197-18-000076
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2019-09-24,0000023197-19-000075
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2020-09-29,0000023197-20-000127
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2021-10-04,0000023197-21-000082
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2022-09-29,0000023197-22-000068
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2023-10-12,0000023197-23-000048
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2024-10-30,0000023197-24-000104
10-K,COMTECH TELECOMMUNICATIONS CORP /DE/,23197,2025-11-10,0000023197-25-000080
10-K,CONAGRA FOODS INC /DE/,23217,2009-07-24,0000950123-09-025102
10-K,CONAGRA FOODS INC /DE/,23217,2010-07-22,0000950123-10-067148
10-K,CONAGRA FOODS INC /DE/,23217,2011-07-19,0000950123-11-066520
10-K,CONAGRA FOODS INC /DE/,23217,2012-07-20,0001193125-12-308387
10-K,CONAGRA FOODS INC /DE/,23217,2013-07-19,0001445305-13-001653
10-K,CONAGRA FOODS INC /DE/,23217,2014-07-16,0000023217-14-000009
10-K,CONAGRA FOODS INC /DE/,23217,2015-07-17,0001628280-15-005333
10-K,CONAGRA FOODS INC /DE/,23217,2016-07-15,0001628280-16-017613
10-K,CONAGRA BRANDS INC.,23217,2017-07-21,0001628280-17-007184
10-K,CONAGRA BRANDS INC.,23217,2018-07-20,0000023217-18-000005
10-K,CONAGRA BRANDS INC.,23217,2019-07-19,0000023217-19-000006
10-K,CONAGRA BRANDS INC.,23217,2020-07-24,0001564590-20-033366
10-K,CONAGRA BRANDS INC.,23217,2021-07-23,0001564590-21-037738
10-K,CONAGRA BRANDS INC.,23217,2022-07-21,0001437749-22-017530
10-K,CONAGRA BRANDS INC.,23217,2023-07-13,0001437749-23-019879
10-K,CONAGRA BRANDS INC.,23217,2024-07-11,0001558370-24-009764
10-K,CONAGRA BRANDS INC.,23217,2025-07-10,0001558370-25-009180
10-K,CONAGRA BRANDS INC.,23217,2026-07-15,0001104659-26-083905
10-K,CONGOLEUM CORP,23341,2009-03-30,0001171520-09-000222
10-K,CONGOLEUM CORP,23341,2010-03-19,0001171520-10-000214
10-K,Sara Lee Corp,23666,2009-08-26,0001193125-09-182145
10-K,Sara Lee Corp,23666,2010-08-27,0001193125-10-199642
10-K,Sara Lee Corp,23666,2011-08-26,0001193125-11-234200
10-K,Hillshire Brands Co,23666,2012-09-14,0001193125-12-392647
10-K,Hillshire Brands Co,23666,2013-08-23,0000023666-13-000014
10-K,Hillshire Brands Co,23666,2014-08-22,0000023666-14-000012
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2009-03-12,0001193125-09-051952
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2010-03-12,0001193125-10-055155
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2011-03-11,0001193125-11-063638
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2012-03-15,0001193125-12-116243
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2013-03-08,0001193125-13-098925
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2014-03-10,0001193125-14-091567
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2015-02-27,0001193125-15-069704
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2016-03-01,0001564590-16-013810
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2017-02-24,0001558370-17-001013
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2018-02-28,0001558370-18-001296
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2019-02-28,0001558370-19-001302
10-K,CONSOLIDATED TOMOKA LAND CO,23795,2020-03-06,0001558370-20-002154
10-K,"CTO Realty Growth, Inc.",23795,2021-03-05,0001558370-21-002457
10-K,"CTO Realty Growth, Inc.",23795,2022-02-24,0001558370-22-001966
10-K,"CTO Realty Growth, Inc.",23795,2023-02-23,0001558370-23-001933
10-K,"CTO Realty Growth, Inc.",23795,2024-02-22,0001558370-24-001534
10-K,"CTO Realty Growth, Inc.",23795,2025-02-20,0001558370-25-001229
10-K,"CTO Realty Growth, Inc.",23795,2026-02-19,0001104659-26-017560
10-K,CROWN CRAFTS INC,25895,2009-06-29,0000950123-09-018242
10-K,CROWN CRAFTS INC,25895,2010-06-28,0000950123-10-061373
10-K,CROWN CRAFTS INC,25895,2011-06-13,0001437749-11-003982
10-K,CROWN CRAFTS INC,25895,2012-06-20,0001437749-12-006233
10-K,CROWN CRAFTS INC,25895,2013-06-19,0001437749-13-007752
10-K,CROWN CRAFTS INC,25895,2014-06-18,0001437749-14-011423
10-K,CROWN CRAFTS INC,25895,2015-06-12,0001437749-15-012189
10-K,CROWN CRAFTS INC,25895,2016-06-09,0001437749-16-033565
10-K,CROWN CRAFTS INC,25895,2017-06-14,0001437749-17-011232
10-K,CROWN CRAFTS INC,25895,2018-06-13,0001437749-18-011667
10-K,CROWN CRAFTS INC,25895,2019-06-13,0001437749-19-011913
10-K,CROWN CRAFTS INC,25895,2020-06-10,0001437749-20-012786
10-K,CROWN CRAFTS INC,25895,2021-06-09,0001437749-21-014357
10-K,CROWN CRAFTS INC,25895,2022-06-08,0001437749-22-014545
10-K,CROWN CRAFTS INC,25895,2023-06-26,0001437749-23-018305
10-K,CROWN CRAFTS INC,25895,2024-06-28,0001437749-24-021478
10-K,CROWN CRAFTS INC,25895,2025-06-25,0001437749-25-021205
10-K,CROWN CRAFTS INC,25895,2026-06-24,0001437749-26-021496
10-K,CUMMINS INC,26172,2009-02-27,0001047469-09-001963
10-K,CUMMINS INC,26172,2010-02-26,0001047469-10-001435
10-K,CUMMINS INC,26172,2011-02-24,0001047469-11-001252
10-K,CUMMINS INC,26172,2012-02-21,0001047469-12-001182
10-K,CUMMINS INC,26172,2013-02-20,0001047469-13-001297
10-K,CUMMINS INC,26172,2014-02-18,0000026172-14-000008
10-K,CUMMINS INC,26172,2015-02-17,0000026172-15-000007
10-K,CUMMINS INC,26172,2016-02-12,0000026172-16-000033
10-K,CUMMINS INC,26172,2017-02-13,0000026172-17-000007
10-K,CUMMINS INC,26172,2018-02-14,0000026172-18-000011
10-K,CUMMINS INC,26172,2019-02-11,0000026172-19-000009
10-K,CUMMINS INC,26172,2020-02-11,0000026172-20-000009
10-K,CUMMINS INC,26172,2021-02-10,0000026172-21-000012
10-K,CUMMINS INC,26172,2022-02-08,0000026172-22-000008
10-K,CUMMINS INC,26172,2023-02-14,0000026172-23-000005
10-K,CUMMINS INC,26172,2024-02-12,0000026172-24-000012
10-K,CUMMINS INC,26172,2025-02-11,0000026172-25-000007
10-K,CUMMINS INC,26172,2026-02-10,0000026172-26-000009
10-K,DANA HOLDING CORP,26780,2009-03-16,0000950152-09-002661
10-K,DANA HOLDING CORP,26780,2010-02-24,0000950123-10-016351
10-K,DANA HOLDING CORP,26780,2011-02-24,0001144204-11-010809
10-K,DANA HOLDING CORP,26780,2012-02-23,0001144204-12-010573
10-K,DANA HOLDING CORP,26780,2013-02-21,0001144204-13-010507
10-K,DANA HOLDING CORP,26780,2014-02-21,0000026780-14-000005
10-K,DANA HOLDING CORP,26780,2015-02-20,0000026780-15-000004
10-K,DANA HOLDING CORP,26780,2016-02-18,0000026780-16-000019
10-K,DANA INC,26780,2017-02-10,0000026780-17-000004
10-K,DANA INC,26780,2018-02-14,0000026780-18-000004
10-K,DANA INC,26780,2019-02-15,0000026780-19-000004
10-K,DANA INC,26780,2020-02-14,0000026780-20-000006
10-K,DANA INC,26780,2021-02-18,0001437749-21-003221
10-K,DANA INC,26780,2022-02-23,0001437749-22-004203
10-K,DANA INC,26780,2023-02-21,0001437749-23-003931
10-K,DANA INC,26780,2024-02-20,0001437749-24-004751
10-K,DANA INC,26780,2025-02-20,0001437749-25-004554
10-K,DANA Inc,26780,2026-02-27,0001437749-26-006076
10-K,DIXIE GROUP INC,29332,2009-03-05,0000029332-09-000009
10-K,DIXIE GROUP INC,29332,2010-03-03,0000029332-10-000013
10-K,DIXIE GROUP INC,29332,2011-03-14,0000029332-11-000020
10-K,DIXIE GROUP INC,29332,2012-03-22,0000029332-12-000029
10-K,DIXIE GROUP INC,29332,2013-03-25,0000029332-13-000045
10-K,DIXIE GROUP INC,29332,2014-03-12,0000029332-14-000034
10-K,DIXIE GROUP INC,29332,2015-03-12,0000029332-15-000021
10-K,DIXIE GROUP INC,29332,2016-03-09,0000029332-16-000142
10-K,DIXIE GROUP INC,29332,2017-03-13,0000029332-17-000024
10-K,DIXIE GROUP INC,29332,2018-03-13,0000029332-18-000026
10-K,DIXIE GROUP INC,29332,2019-03-08,0000029332-19-000021
10-K,DIXIE GROUP INC,29332,2020-03-12,0000029332-20-000012
10-K,DIXIE GROUP INC,29332,2021-03-10,0000029332-21-000015
10-K,DIXIE GROUP INC,29332,2022-03-23,0000029332-22-000046
10-K,DIXIE GROUP INC,29332,2023-03-08,0000029332-23-000015
10-K,DIXIE GROUP INC,29332,2024-03-20,0000029332-24-000020
10-K,DIXIE GROUP INC,29332,2025-04-08,0000029332-25-000017
10-K,DIXIE GROUP INC,29332,2026-03-26,0000029332-26-000018
10-K,CONSTAR INTERNATIONAL INC,29806,2009-03-31,0001193125-09-069345
10-K,CONSTAR INTERNATIONAL INC,29806,2010-03-24,0000950123-10-027798
10-K,DUCOMMUN INC /DE/,30305,2009-02-25,0001193125-09-037501
10-K,DUCOMMUN INC /DE/,30305,2010-02-22,0001193125-10-036507
10-K,DUCOMMUN INC /DE/,30305,2011-02-22,0001193125-11-041192
10-K,DUCOMMUN INC /DE/,30305,2012-03-05,0001193125-12-096819
10-K,DUCOMMUN INC /DE/,30305,2013-03-04,0001193125-13-089632
10-K,DUCOMMUN INC /DE/,30305,2014-02-27,0001445305-14-000669
10-K,DUCOMMUN INC /DE/,30305,2015-04-10,0001628280-15-002233
10-K,DUCOMMUN INC /DE/,30305,2016-03-14,0001628280-16-012671
10-K,DUCOMMUN INC /DE/,30305,2017-03-06,0001628280-17-002221
10-K,DUCOMMUN INC /DE/,30305,2018-02-28,0001628280-18-002505
10-K,DUCOMMUN INC /DE/,30305,2019-02-28,0001628280-19-002279
10-K,DUCOMMUN INC /DE/,30305,2020-02-20,0001628280-20-001898
10-K,DUCOMMUN INC /DE/,30305,2021-02-11,0001628280-21-001951
10-K,DUCOMMUN INC /DE/,30305,2022-02-23,0001628280-22-003518
10-K,DUCOMMUN INC /DE/,30305,2023-02-16,0001628280-23-003810
10-K,DUCOMMUN INC /DE/,30305,2024-02-22,0001628280-24-006363
10-K,DUCOMMUN INC /DE/,30305,2025-02-27,0001628280-25-008401
10-K,DUCOMMUN INC /DE/,30305,2026-02-26,0001628280-26-011952
10-K,COBRA ELECTRONICS CORP,30828,2009-03-17,0001193125-09-056654
10-K,COBRA ELECTRONICS CORP,30828,2010-03-15,0001047469-10-002212
10-K,COBRA ELECTRONICS CORP,30828,2011-03-15,0001193125-11-066939
10-K,COBRA ELECTRONICS CORP,30828,2012-03-16,0001193125-12-118967
10-K,COBRA ELECTRONICS CORP,30828,2013-03-18,0001193125-13-111534
10-K,COBRA ELECTRONICS CORP,30828,2014-03-18,0001193125-14-103877
10-K,EL PASO NATURAL GAS CO,31986,2009-03-02,0001066107-09-000015
10-K,EL PASO NATURAL GAS CO,31986,2010-03-01,0001066107-10-000016
10-K,EL PASO NATURAL GAS CO,31986,2011-03-01,0001066107-11-000012
10-K,EL PASO NATURAL GAS CO,31986,2012-02-27,0001193125-12-079791
10-K,EMERSON RADIO CORP,32621,2009-07-14,0000950123-09-022198
10-K,EMERSON RADIO CORP,32621,2010-07-14,0000950123-10-065512
10-K,EMERSON RADIO CORP,32621,2011-07-14,0000950123-11-065673
10-K,EMERSON RADIO CORP,32621,2012-07-13,0001193125-12-302134
10-K,EMERSON RADIO CORP,32621,2013-07-16,0001193125-13-291843
10-K,EMERSON RADIO CORP,32621,2014-06-25,0001193125-14-249174
10-K,EMERSON RADIO CORP,32621,2015-07-14,0001193125-15-252434
10-K,EMERSON RADIO CORP,32621,2016-06-29,0001564590-16-020955
10-K,EMERSON RADIO CORP,32621,2017-06-26,0001564590-17-012978
10-K,EMERSON RADIO CORP,32621,2018-06-28,0001564590-18-016376
10-K,EMERSON RADIO CORP,32621,2019-06-26,0001564590-19-023597
10-K,EMERSON RADIO CORP,32621,2020-06-26,0001564590-20-030804
10-K,EMERSON RADIO CORP,32621,2021-06-25,0001564590-21-034573
10-K,EMERSON RADIO CORP,32621,2022-06-23,0001564590-22-024063
10-K,EMERSON RADIO CORP,32621,2023-06-26,0001437749-23-018439
10-K,EMERSON RADIO CORP,32621,2024-06-27,0001437749-24-021403
10-K,EMERSON RADIO CORP,32621,2025-06-27,0001437749-25-021421
10-K,EMERSON RADIO CORP,32621,2026-06-26,0001437749-26-021828
10-K,ESCALADE INC,33488,2009-03-27,0001019056-09-000381
10-K,ESCALADE INC,33488,2010-03-05,0001019056-10-000272
10-K,ESCALADE INC,33488,2011-03-01,0001019056-11-000282
10-K,ESCALADE INC,33488,2012-03-05,0001019056-12-000307
10-K,ESCALADE INC,33488,2013-02-26,0001144204-13-011121
10-K,ESCALADE INC,33488,2014-02-25,0001144204-14-011337
10-K,ESCALADE INC,33488,2015-02-25,0001144204-15-011858
10-K,ESCALADE INC,33488,2016-02-23,0001144204-16-083756
10-K,ESCALADE INC,33488,2017-02-28,0001144204-17-011505
10-K,ESCALADE INC,33488,2018-02-27,0001144204-18-011216
10-K,ESCALADE INC,33488,2019-02-22,0001144204-19-009589
10-K,ESCALADE INC,33488,2020-02-21,0001104659-20-023597
10-K,ESCALADE INC,33488,2021-02-22,0001437749-21-003651
10-K,ESCALADE INC,33488,2022-02-22,0001437749-22-003913
10-K,ESCALADE INC,33488,2023-02-24,0001437749-23-004461
10-K,ESCALADE INC,33488,2024-03-29,0001437749-24-010066
10-K,ESCALADE INC,33488,2025-03-10,0001437749-25-006863
10-K,ESCALADE INC,33488,2026-02-27,0001437749-26-006094
10-K,EVANS BOB FARMS INC,33769,2009-06-23,0000950123-09-016261
10-K,EVANS BOB FARMS INC,33769,2010-06-29,0000950123-10-061812
10-K,EVANS BOB FARMS INC,33769,2011-06-28,0000950123-11-062404
10-K,BOB EVANS FARMS INC,33769,2012-06-21,0001193125-12-278749
10-K,BOB EVANS FARMS INC,33769,2013-06-21,0001193125-13-267502
10-K,BOB EVANS FARMS INC,33769,2014-07-09,0000033769-14-000057
10-K,BOB EVANS FARMS INC,33769,2015-06-19,0000033769-15-000030
10-K,BOB EVANS FARMS INC,33769,2016-06-23,0000033769-16-000147
10-K,BOB EVANS FARMS INC,33769,2017-06-15,0000033769-17-000051
10-K,RELIABILITY INC,34285,2009-03-27,0001193125-09-065832
10-K,RELIABILITY INC,34285,2010-03-30,0001477932-10-000161
10-K,RELIABILITY INC,34285,2011-03-08,0001477932-11-000248
10-K,RELIABILITY INC,34285,2012-03-07,0001477932-12-000621
10-K,RELIABILITY INC,34285,2013-02-28,0001477932-13-000937
10-K,RELIABILITY INC,34285,2014-03-28,0001248915-14-000063
10-K,RELIABILITY INC,34285,2015-03-31,0001079974-15-000210
10-K,RELIABILITY INC,34285,2016-03-30,0001079974-16-001076
10-K,RELIABILITY INC,34285,2017-03-20,0001079974-17-000088
10-K,RELIABILITY INC,34285,2018-03-29,0001079974-18-000167
10-K,RELIABILITY INC,34285,2019-03-28,0001079974-19-000137
10-K,RELIABILITY INC,34285,2020-05-01,0001493152-20-007520
10-K,RELIABILITY INC,34285,2021-03-31,0001493152-21-007359
10-K,RELIABILITY INC,34285,2022-03-31,0001493152-22-008349
10-K,RELIABILITY INC,34285,2023-03-31,0001493152-23-010166
10-K,RELIABILITY INC,34285,2024-04-01,0001493152-24-012490
10-K,RELIABILITY INC,34285,2025-03-31,0001641172-25-001879
10-K,RELIABILITY INC,34285,2026-03-31,0001493152-26-014368
10-K,FIRST AMERICAN CORP,36047,2009-03-02,0001193125-09-042644
10-K,FIRST AMERICAN CORP,36047,2010-03-01,0001193125-10-044803
10-K,"CORELOGIC, INC.",36047,2011-03-14,0001140361-11-016415
10-K,"CORELOGIC, INC.",36047,2012-02-29,0000036047-12-000016
10-K,"CORELOGIC, INC.",36047,2013-02-25,0000036047-13-000012
10-K,"CORELOGIC, INC.",36047,2014-02-27,0000036047-14-000006
10-K,"CORELOGIC, INC.",36047,2015-02-26,0000036047-15-000005
10-K,"CORELOGIC, INC.",36047,2016-02-26,0000036047-16-000065
10-K,"CORELOGIC, INC.",36047,2017-02-24,0000036047-17-000011
10-K,"CORELOGIC, INC.",36047,2018-02-27,0000036047-18-000015
10-K,"CORELOGIC, INC.",36047,2019-02-27,0000036047-19-000014
10-K,"CORELOGIC, INC.",36047,2020-02-27,0000036047-20-000015
10-K,"CORELOGIC, INC.",36047,2021-03-01,0000036047-21-000018
10-K,FORD MOTOR CREDIT CO LLC,38009,2009-02-26,0001362310-09-002796
10-K,FORD MOTOR CREDIT CO LLC,38009,2010-02-25,0000950123-10-016977
10-K,FORD MOTOR CREDIT CO LLC,38009,2011-02-28,0001157523-11-001217
10-K,FORD MOTOR CREDIT CO LLC,38009,2012-02-21,0000038009-12-000023
10-K,FORD MOTOR CREDIT CO LLC,38009,2013-02-19,0000038009-13-000020
10-K,FORD MOTOR CREDIT CO LLC,38009,2014-02-18,0000038009-14-000027
10-K,FORD MOTOR CREDIT CO LLC,38009,2015-02-13,0000038009-15-000022
10-K,FORD MOTOR CREDIT CO LLC,38009,2016-02-11,0000038009-16-000235
10-K,FORD MOTOR CREDIT CO LLC,38009,2017-02-09,0000038009-17-000014
10-K,FORD MOTOR CREDIT CO LLC,38009,2018-02-08,0000038009-18-000030
10-K,FORD MOTOR CREDIT CO LLC,38009,2019-02-21,0000038009-19-000012
10-K,FORD MOTOR CREDIT CO LLC,38009,2020-02-05,0000038009-20-000009
10-K,FORD MOTOR CREDIT CO LLC,38009,2021-02-05,0000038009-21-000015
10-K,FORD MOTOR CREDIT CO LLC,38009,2022-02-04,0000038009-22-000012
10-K,FORD MOTOR CREDIT CO LLC,38009,2023-02-03,0000038009-23-000013
10-K,FORD MOTOR CREDIT CO LLC,38009,2024-02-07,0000038009-24-000016
10-K,FORD MOTOR CREDIT CO LLC,38009,2025-02-06,0000038009-25-000007
10-K,FORD MOTOR CREDIT CO LLC,38009,2026-02-11,0000038009-26-000010
10-K,FREQUENCY ELECTRONICS INC,39020,2009-07-29,0001144204-09-039329
10-K,FREQUENCY ELECTRONICS INC,39020,2010-07-29,0001144204-10-040139
10-K,FREQUENCY ELECTRONICS INC,39020,2011-07-29,0001144204-11-042784
10-K,FREQUENCY ELECTRONICS INC,39020,2012-07-30,0001144204-12-041625
10-K,FREQUENCY ELECTRONICS INC,39020,2013-07-29,0001185185-13-001529
10-K,FREQUENCY ELECTRONICS INC,39020,2014-07-29,0001185185-14-001912
10-K,FREQUENCY ELECTRONICS INC,39020,2015-07-29,0001185185-15-001955
10-K,FREQUENCY ELECTRONICS INC,39020,2016-07-29,0001185185-16-005052
10-K,FREQUENCY ELECTRONICS INC,39020,2017-07-31,0001185185-17-001617
10-K,FREQUENCY ELECTRONICS INC,39020,2018-07-30,0001185185-18-001293
10-K,FREQUENCY ELECTRONICS INC,39020,2019-07-26,0001185185-19-001020
10-K,FREQUENCY ELECTRONICS INC,39020,2020-07-29,0001185185-20-001054
10-K,FREQUENCY ELECTRONICS INC,39020,2021-06-30,0001185185-21-000886
10-K,FREQUENCY ELECTRONICS INC,39020,2022-07-14,0001185185-22-000822
10-K,FREQUENCY ELECTRONICS INC,39020,2023-07-27,0001185185-23-000763
10-K,FREQUENCY ELECTRONICS INC,39020,2024-08-02,0001185185-24-000753
10-K,FREQUENCY ELECTRONICS INC,39020,2025-07-18,0001185185-25-000806
10-K,FREQUENCY ELECTRONICS INC,39020,2026-07-17,0001185185-26-002997
10-K,GENERAL MILLS INC,40704,2009-07-13,0000950123-09-021887
10-K,GENERAL MILLS INC,40704,2010-07-09,0000950123-10-064517
10-K,GENERAL MILLS INC,40704,2011-07-08,0000950123-11-064606
10-K,GENERAL MILLS INC,40704,2012-07-03,0001193125-12-293636
10-K,GENERAL MILLS INC,40704,2013-07-03,0001193125-13-282371
10-K,GENERAL MILLS INC,40704,2014-07-03,0001193125-14-260716
10-K,GENERAL MILLS INC,40704,2015-07-06,0001193125-15-245476
10-K,GENERAL MILLS INC,40704,2016-06-30,0001193125-16-638404
10-K,GENERAL MILLS INC,40704,2017-06-29,0001193125-17-217396
10-K,GENERAL MILLS INC,40704,2018-06-29,0001193125-18-209377
10-K,GENERAL MILLS INC,40704,2019-06-28,0001193125-19-184675
10-K,GENERAL MILLS INC,40704,2020-07-02,0001193125-20-186469
10-K,GENERAL MILLS INC,40704,2021-06-30,0001193125-21-204830
10-K,GENERAL MILLS INC,40704,2022-06-30,0001193125-22-185257
10-K,GENERAL MILLS INC,40704,2023-06-28,0001193125-23-177500
10-K,GENERAL MILLS INC,40704,2024-06-26,0001193125-24-168943
10-K,GENERAL MILLS INC,40704,2025-06-26,0001193125-25-147079
10-K,GENERAL MILLS INC,40704,2026-07-01,0001628280-26-046466
10-K,GLATFELTER P H CO,41719,2009-03-13,0000893220-09-000541
10-K,GLATFELTER P H CO,41719,2010-03-16,0000950123-10-025244
