load_prices: network unavailable (ModuleNotFoundError); using prices.csv

==================================================================================================================================================================================================================
UNIVERSE universe.json(56): 56 names, 2008-01-02 -> 2026-09-04 | eval 2009-01-13 -> 2026-09-04 | IS <= 2016-12-31 | OOS >= 2017-01-01
SPY CAGR 15.23% Sharpe 0.889 MaxDD -33.72% halves 0.957/0.834 OOS 0.882
==================================================================================================================================================================================================================
[gate A] ladder rung TOP20 / V1u vs idea 94 targets(): max|diff| = 0.000e+00 (EXACT)
[gate B] control vs engine.backtest @10bps: max|diff| = 0.000e+00 (EXACT)
[note]  ALL rung (scored limit) vs idea 94 EWall (priced limit): max|dw| = 0.0150; ALL holds 53.8 names on average (panel 56), differs from priced count on 1530 of 4439 eval days

MAIN GRID universe.json(56) — 224 published rows (7 books x 16 arms x 2 costs)
  book  n    cost                arm   dCAGR  dMaxDD    rate  dMaxDD_IS  dMaxDD_OOS   CAGR  Sharpe   MaxDD  D1_pass  D2_pass  p4a_v2  p4a_v1   p4b               f4b
                uni   book   n    cost                arm   CAGR  Sharpe   MaxDD   rate  dMaxDD
  universe.json(56)   TOP5   5 10.0000          v1gate-dg 0.1614  0.9975 -0.1982 0.8180  8.6313
  universe.json(56)   TOP5   5 10.0000    ddctl-8/.5/high 0.1508  1.0584 -0.1542 0.6231 13.0336
  universe.json(56)   TOP5   5 25.0000    ddctl-8/.5/high 0.1314  0.9422 -0.1623 0.5933 12.2396
  universe.json(56)  TOP10  10 10.0000           vol60-dg 0.1309  0.9789 -0.1495 0.4121  9.1412
  universe.json(56)  TOP20  20 10.0000            g200-dg 0.1414  1.1450 -0.1951 0.5022  2.6967
  universe.json(56)  TOP20  20 10.0000            g200-rw 0.1427  1.1469 -0.1939 0.4339  2.8216
  universe.json(56)  TOP20  20 10.0000           band3-dg 0.1437  1.1570 -0.1976 0.4584  2.4543
  universe.json(56)  TOP20  20 10.0000           band3-rw 0.1442  1.1536 -0.1991 0.4647  2.2967
  universe.json(56)  TOP20  20 10.0000           vol60-dg 0.1275  1.0910 -0.1676 0.5029  5.4483
  universe.json(56)  TOP20  20 10.0000           vol60-rw 0.1372  1.1218 -0.1855 0.4847  3.6648
  universe.json(56)  TOP20  20 10.0000          v1gate-dg 0.1181  1.0650 -0.1651 0.6453  5.7007
  universe.json(56)  TOP20  20 10.0000          v1gate-rw 0.1266  1.0921 -0.1831 0.7258  3.9021
  universe.json(56)  TOP20  20 10.0000 ddctl-8/.5/recover 0.1137  1.0423 -0.1656 0.7306  5.6485
  universe.json(56)  TOP20  20 25.0000            g200-dg 0.1261  1.0347 -0.1965 0.4922  2.6886
  universe.json(56)  TOP20  20 25.0000            g200-rw 0.1271  1.0349 -0.1955 0.4409  2.7890
  universe.json(56)  TOP20  20 25.0000           band3-dg 0.1290  1.0515 -0.1991 0.4276  2.4290
  universe.json(56)  TOP20  20 25.0000           band3-rw 0.1296  1.0494 -0.2008 0.4305  2.2611
  universe.json(56)  TOP20  20 25.0000           vol60-dg 0.1118  0.9701 -0.1687 0.5043  5.4681
  universe.json(56)  TOP20  20 25.0000           vol60-rw 0.1210  1.0037 -0.1864 0.4959  3.6987
  universe.json(56)  TOP40  40 10.0000            g200-dg 0.1066  1.1763 -0.1539 0.4866  6.1764
  universe.json(56)  TOP40  40 10.0000            g200-rw 0.1069  1.1676 -0.1539 0.4810  6.1764
  universe.json(56)  TOP40  40 10.0000           band3-dg 0.1107  1.1969 -0.1575 0.4475  5.8088
  universe.json(56)  TOP40  40 10.0000           band3-rw 0.1136  1.2112 -0.1566 0.3904  5.9064
  universe.json(56)  TOP40  40 10.0000           abs12-dg 0.1070  1.0843 -0.1846 0.9552  3.1066
  universe.json(56)  TOP40  40 10.0000           abs12-rw 0.1123  1.1077 -0.1847 0.7877  3.0891
  universe.json(56)  TOP40  40 10.0000           vol60-dg 0.1198  1.1323 -0.1599 0.3013  5.5771
  universe.json(56)  TOP40  40 10.0000           vol60-rw 0.1243  1.1319 -0.1662 0.2503  4.9461
  universe.json(56)  TOP40  40 25.0000           band3-rw 0.1078  1.1553 -0.1572 0.3608  5.9283
  universe.json(56)  TOP40  40 25.0000           vol60-dg 0.1120  1.0649 -0.1605 0.3084  5.5985
  universe.json(56)  TOP40  40 25.0000           vol60-rw 0.1164  1.0677 -0.1666 0.2564  4.9862
  universe.json(56) TOPALL  56 10.0000            g200-rw 0.1154  1.0911 -0.1865 0.4270  3.8785
  universe.json(56) TOPALL  56 10.0000           band3-rw 0.1224  1.1616 -0.1771 0.1981  4.8111
  universe.json(56) TOPALL  56 10.0000           abs12-rw 0.1182  1.0706 -0.1989 0.5227  2.6400
  universe.json(56) TOPALL  56 10.0000           vol60-dg 0.1162  1.1366 -0.1688 0.2790  5.6419
  universe.json(56) TOPALL  56 10.0000           vol60-rw 0.1221  1.1269 -0.1838 0.2387  4.1421
  universe.json(56) TOPALL  56 25.0000           band3-rw 0.1152  1.0985 -0.1789 0.3306  4.6570
  universe.json(56) TOPALL  56 25.0000           vol60-dg 0.1139  1.1161 -0.1690 0.2947  5.6495
  universe.json(56) TOPALL  56 25.0000           vol60-rw 0.1190  1.1010 -0.1853 0.2884  4.0128
universe_broad.json  TOP40  40 10.0000            g200-rw 0.1324  1.0552 -0.1987 0.1394  5.5537
universe_broad.json  TOP40  40 10.0000           vol60-dg 0.1214  1.0168 -0.1875 0.2815  6.6702
universe_broad.json  TOP40  40 10.0000           vol60-rw 0.1245  1.0047 -0.1983 0.2803  5.5888
universe_broad.json  TOP40  40 10.0000          v1gate-dg 0.1145  1.0019 -0.1851 0.3724  6.9070
universe_broad.json  TOP40  40 10.0000          v1gate-rw 0.1193  1.0034 -0.1911 0.3316  6.3063
universe_broad.json  TOP40  40 25.0000            g200-rw 0.1157  0.9361 -0.1997 0.1379  5.6307
universe_broad.json TOPALL 136 10.0000            g200-rw 0.1163  1.0563 -0.2012 0.4805  5.1778
universe_broad.json TOPALL 136 10.0000           band3-rw 0.1173  1.0688 -0.1853 0.3529  6.7716
universe_broad.json TOPALL 136 10.0000           vol60-dg 0.1238  1.1383 -0.1874 0.2658  6.5582
universe_broad.json TOPALL 136 10.0000          v1gate-rw 0.1070  1.0253 -0.1769 0.4487  7.6122
universe_broad.json TOPALL 136 10.0000 ddctl-8/.5/recover 0.1089  1.0944 -0.1728 0.4020  8.0220
universe_broad.json TOPALL 136 25.0000           band3-rw 0.1093  1.0022 -0.1875 0.4632  6.5750
universe_broad.json TOPALL 136 25.0000           vol60-dg 0.1215  1.1195 -0.1875 0.2776  6.5658
universe_broad.json TOPALL 136 25.0000 ddctl-8/.5/recover 0.1095  1.0973 -0.1733 0.3783  7.9869
  of the 4b rows, 48 also have an ADMISSIBLE denominator at the headline; by rung: {'TOP10': 1, 'TOP20': 12, 'TOP40': 16, 'TOP5': 3, 'TOPALL': 16}
  4b pass rate by rung: {'TOP10': 0.016, 'TOP20': 0.234, 'TOP3': 0.0, 'TOP40': 0.266, 'TOP5': 0.047, 'TOPALL': 0.25, 'V1u': 0.0}

==================================================================================================================================================================================================================
G. PREDICTION SCORECARD
==================================================================================================================================================================================================================
  P1 admissible fraction monotone non-decreasing in n: {'universe.json(56)': False, 'universe_broad.json': False} (REFUTED)
  P2 n* <= 20 on both panels: n* = TOPALL (REFUTED)
  P3 the binding axis is D3 (panel), not D1 (cost): all rungs D1 fails 6, D3 fails 37; at n<=5 D1 6 vs D3 31 (CONFIRMED)
  P4 TOP5 (size only) more admissible than V1u (size + vol scaler): 0.8571 vs 0.4020 (CONFIRMED)
  P5 no new KEEP: 4a(v2) 2, 4b 52 of 448 (see F above)

Wrote 2026-09-07_book-size-floor-for-any-quoted-price_B.{grid,signtest,floorcurve,d3,bootstrap,walkforward,floorwf,census,reproduction}.csv   (2382s total)
